1283133612708306945,2020-07-14 20:17:47,amalal99,"RT @Forbes_MENA_: Tesla's shares were not affected by the ruling of the German court and surged by about 1.86%, while the wealth of Elon Mu…"
1283133082149715969,2020-07-14 20:15:40,Klonerism,@A_dmg04 Did Elon Musk design this bad boy? Guess Tesla made it to the golden age. I can imagine him as a head in a… https://t.co/qZYmenLL7h
1283132776397647874,2020-07-14 20:14:28,galbertyn,"RT @RudyHavenstein: BREAKING: Tesla shares jump after announcement by CEO Elon Musk of new ""Self-Walking Dog"" coming to market in Q1 2021 -…"
1283132460298010628,2020-07-14 20:13:12,deephole3,.@elonmusk the fact that Tesla/SpaceX hasn’t come out with a cologne called Elon’s Musk (TM) is mind blowing...
1283132418698993666,2020-07-14 20:13:02,brunchausen,RT @brendohare: Tesla is sad to announce the passing of our CEO Elon Musk. Someone said the number “420” and Elon began laughing so violent…
1283132104533041154,2020-07-14 20:11:47,justheinternett,waiting for elon musk to do something dumb so i can get a discount on Tesla stocks
1283132086543581185,2020-07-14 20:11:43,stephfinebot,"Has Elon Musk gained weight? If he doesn’t respect himself, how can we expect him to respect Tesla?"
1283131236744138755,2020-07-14 20:08:20,lindsayrachaelb,RT @brendohare: Tesla is sad to announce the passing of our CEO Elon Musk. Someone said the number “420” and Elon began laughing so violent…
1283130666708643840,2020-07-14 20:06:05,vishalchandra,"4/ So this probably means:

1. The Tesla stock won’t come crashing down in the future

2.  Elon Musk is probably go… https://t.co/9okkgonSez"
1283130237673517056,2020-07-14 20:04:22,Rick_Richardson,@TMobile @Tesla I’d drive to to Fremont California and thank Elon musk personally for being a disruptive innovator.
1283129911570391040,2020-07-14 20:03:04,Lopamud986708,"RT @NewsBytesApp: Mukesh Ambani's wealth has surged significantly in the last few days, beating that of renowned billionaires like Tesla an…"
1283129826472194052,2020-07-14 20:02:44,liifeofkeith,@TMobile @Tesla I'd go on a road trip down to Tesla headquarters with my friends and thank Elon musk personally.  #TMobileTuesdays #contest
1283129593155792902,2020-07-14 20:01:49,FedorsBlog,"RT @RudyHavenstein: BREAKING: Tesla shares jump after announcement by CEO Elon Musk of new ""Self-Walking Dog"" coming to market in Q1 2021 -…"
1283128839162466304,2020-07-14 19:58:49,hkeem1,"RT @alvinfoo: The last sentence from Elon Musk left me speechless! 

Via @60Minutes #tesla #spacex #ElonMusk https://t.co/UEVcLvogKk"
1283128809982746624,2020-07-14 19:58:42,techshout,"Tesla 3 Rolling into India Soon, Hints Elon Musk https://t.co/gmPjlHldrC"
1283128644055924736,2020-07-14 19:58:02,SkSahebul3,"RT @NewsBytesApp: Mukesh Ambani's wealth has surged significantly in the last few days, beating that of renowned billionaires like Tesla an…"
1283128312794017792,2020-07-14 19:56:43,PfingstenRoy,"I ended up in a shouting match at the drug store with some tool, who apparently thought his ""close"" association wit… https://t.co/b7FcWZLFIw"
1283127798576459776,2020-07-14 19:54:41,BipulSingh__,"RT @NewsBytesApp: Mukesh Ambani's wealth has surged significantly in the last few days, beating that of renowned billionaires like Tesla an…"
1283127371017654273,2020-07-14 19:52:59,infofieldss,@newscientist #JackMa (#Alibaba)and #ElonMusk (#SpaceX &amp; #Tesla) holographic on air  world #AI conference 2020 emph… https://t.co/obs0ehqPU5
1283127368786354180,2020-07-14 19:52:58,Kfarghali29,"RT @Forbes_MENA_: Tesla's shares were not affected by the ruling of the German court and surged by about 1.86%, while the wealth of Elon Mu…"
1283127284849934342,2020-07-14 19:52:38,fedexcess,"RT @RudyHavenstein: BREAKING: Tesla shares jump after announcement by CEO Elon Musk of new ""Self-Walking Dog"" coming to market in Q1 2021 -…"
1283126786398629888,2020-07-14 19:50:39,MelaynaLokosky,Nobody loves the use of false equivalence quite like Tesla CEO Elon Musk. Whether it's bad Covid takes or comparing… https://t.co/HWRGaViNnX
1283126093738700800,2020-07-14 19:47:54,SupremeOne3,"People see a name like Tesla and buy into it more we just need one more Elon Musk headline and it’ll be 7,000 a share lol"
1283126018329522176,2020-07-14 19:47:36,lilleputt1,"@TheQuartering Well Nick... I'll see your hateful rhetoric and I'll raise you one Steve Wozniak, Nikola Tesla and Elon Musk

Your call"
1283125679190503424,2020-07-14 19:46:15,MelaynaLokosky,"@benroyyy @Arizona_DPS @elonmusk Airline autopilot is highly regulated compared to Tesla Autopilot

According to th… https://t.co/NqG0anVFnX"
1283125414270046210,2020-07-14 19:45:12,SabDigitalWitch,"If the electric car maker does get added to the index, not only will it be a huge accomplishment for billionaire CE… https://t.co/9YG5gBGXTR"
1283125402664267776,2020-07-14 19:45:09,Jeresh_Kee,#Tesla's #ElonMusk: Our fully #autonomouscars are now 'very close' https://t.co/CeNl2UvxKD via @ZDNet &amp; @LiamT
1283125305595572226,2020-07-14 19:44:46,_MWAURA_,"RT @RudyHavenstein: BREAKING: Tesla shares jump after announcement by CEO Elon Musk of new ""Self-Walking Dog"" coming to market in Q1 2021 -…"
1283125277699317761,2020-07-14 19:44:40,2DoisToby,RT @JHWeissmann: Biden looks like he wants to justify those Tesla valuations. Elon Musk should probably start donating. https://t.co/0FE8ha…
1283124778568757248,2020-07-14 19:42:41,CarylynneB,@TMobile @Tesla I’d travel to Tesla factory for a tour! Maybe get a glimpse of Elon Musk!
1283124582296190977,2020-07-14 19:41:54,MotivationEmp1r,"Elon Musk is now richer than Warren Buffet because of Tesla's rise but not everyone knew how hard he worked, what r… https://t.co/B2dKjBytVR"
1283124538931372033,2020-07-14 19:41:44,PawlowskiMario,"RT @JeroenBartelse: How a bitter feud between Jeff Bezos and Elon Musk spilled over into driverless cars 

https://t.co/TTkdyHiuqf
via @Tel…"
1283124441036328960,2020-07-14 19:41:20,Chaotic_Reaper,"Elon Musk already sent a Tesla to space, not sure you can beat that. Once this pandemic is clear, I’d take my Model… https://t.co/T3kUh95IS6"
1283124348472066050,2020-07-14 19:40:58,ex_Tesla,"@elonmusk @WholeMarsBlog Also Elon Musk

https://t.co/8fpuLxCgr2"
1283124311973388290,2020-07-14 19:40:49,teslacito,"""Elon Musk once noted that 100 Tesla Gigafactories would likely be enough to power the entire world with sustainabl… https://t.co/3P6kHUDtvu"
1283124141382610951,2020-07-14 19:40:09,SchmidtFromG,"@tazman55x @DarkKnight0907 @ElectrekCo @FredericLambert No, because it works. I don't understand your problem. Waym… https://t.co/quA13EF3sI"
1283124108365115394,2020-07-14 19:40:01,thepocketgeek,This is so wrong you can see it from Elon Musk's Tesla in orbit. https://t.co/MPKupnDJz8 https://t.co/VRkrYCrC9i
1283123915087208448,2020-07-14 19:39:15,MarcLaplante9,"RT @BOLTCOBALT: The Battery Billionaire Who’s Key to Tesla’s Future in China

CATL chairman Zeng Yuqun’s partnership with Elon Musk could b…"
1283123909504589826,2020-07-14 19:39:13,Now1Awoken,@AndrewFosterWa1 @flcnhvy @elonmusk @teslaownersSV @engineers_feed @Tesla @SpaceX @BoycottGrimes may 2018 there wer… https://t.co/9VtZnOHzaP
1283123895592054784,2020-07-14 19:39:10,tslaqtwin,"RT @MelaynaLokosky: Tesla $TSLA Elon Musk are already under DOJ criminal investigation for:
-False claims
-Introducing Adulterated Misbrand…"
1283123840680431616,2020-07-14 19:38:57,TarazVitya,"RT @BOLTCOBALT: The Battery Billionaire Who’s Key to Tesla’s Future in China

CATL chairman Zeng Yuqun’s partnership with Elon Musk could b…"
1283123668894326785,2020-07-14 19:38:16,BOLTCOBALT,"The Battery Billionaire Who’s Key to Tesla’s Future in China

CATL chairman Zeng Yuqun’s partnership with Elon Musk… https://t.co/DjsbQOz2Ac"
1283123440472465413,2020-07-14 19:37:22,tdybahamas,Tesla CEO Elon Musk is now the seventh-richest person in the world .. Earn Real Cash Rewards Online at… https://t.co/85EHiL7SAj
1283123056781733888,2020-07-14 19:35:50,gerlee0824,"RT @Underground_RT: Bolivia🇧🇴 has the largest, easy to extract reserves of lithium in the world 

Under Evo Morales, the state-owned lithiu…"
1283122043354046466,2020-07-14 19:31:49,UdjoOnome,"RT @Forbes_MENA_: Tesla's shares were not affected by the ruling of the German court and surged by about 1.86%, while the wealth of Elon Mu…"
