,stock,window size,dropout fraction,epochs,batch size,mse,rmse
0,AMD_close,15,0.15,10,150,3.3921640651853706,1.8417828496284165
1,GILD_close,1,0.15,10,10,2.6038958952092583,1.6136591632712463
2,JNJ_close,50,0.3,10,10,6.606514208044923,2.570314029072114
3,MSFT_close,25,0.15,10,10,7.780635703588048,2.7893790892576877
4,REGN_close,50,0.1,10,10,169.05302085034606,13.002039103553953
5,TSLA_close,25,0.15,10,10,863.5538885343778,29.386287423462967
