AAPL,AAPL,AAPL,AAPL,AAPL,GILD,GILD,GILD,GILD,GILD,JNJ,JNJ,JNJ,JNJ,JNJ,MSFT,MSFT,MSFT,MSFT,MSFT,REGN,REGN,REGN,REGN,REGN,TSLA,TSLA,TSLA,TSLA,TSLA
open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
144.11,145.95,143.37,145.09,16416536.0,69.24,69.74,69.1233,69.29,4834182.0,132.74,132.87,131.23,131.575,2817879.0,69.46,70.25,69.2,69.98,12495857.0,497.61,500.74,489.33,499.96,504772.0,312.9,317.94,303.13,315.97,11334414.0
144.73,145.85,144.38,145.55,14864556.0,68.99,69.495,68.61,69.35,5011442.0,131.43,131.79,130.48,131.27,2727762.0,70.0,70.68,69.75,70.0,14228960.0,498.52,502.0,489.195,492.0,538813.0,316.0,327.28,314.3,327.19,9402281.0
145.87,146.18,144.82,145.77,19218623.0,69.74,70.13,69.605,69.82,4274113.0,132.04,132.89,131.77,132.25,3253226.0,70.65,71.28,70.55,71.15,14233021.0,496.2,499.32,489.09,496.9,370088.0,330.4,333.1,324.5,329.4,8253022.0
145.5,148.49,145.44,147.78,21387519.0,69.99,70.98,69.5175,70.59,6154493.0,132.1,132.22,130.99,131.91,3020080.0,71.45,72.0399,71.31,71.77,16610738.0,496.02,509.955,492.18,505.23,568656.0,330.11,331.6,319.97,323.29,6894041.0
147.97,149.33,147.33,149.04,16541594.0,70.74,71.03,70.42,70.57,3955544.0,132.0,133.0,131.74,132.66,2892476.0,72.24,73.27,71.96,72.77,21876503.0,507.4,509.575,498.65,505.1,408152.0,323.19,328.42,321.22,327.67,4544717.0
148.82,150.9,148.57,149.6,18719011.0,70.58,71.86,70.4,71.16,5202948.0,132.71,132.93,131.75,132.09,3928536.0,72.8,73.45,72.72,73.35,18235488.0,508.28,509.88,496.76,498.08,398714.0,325.57,327.1,313.45,319.4,7931645.0
149.2,150.13,148.67,150.08,14498680.0,71.3,71.73,70.72,71.71,5102161.0,131.62,134.95,131.0801,134.49,7869500.0,73.09,73.39,72.66,73.29,22323775.0,495.37,499.98,494.37,498.08,292786.0,317.41,329.13,315.66,328.22,5080361.0
150.48,151.42,149.95,151.02,16159904.0,72.0,72.74,71.77,72.72,6916792.0,134.84,135.41,134.52,135.18,4094804.0,73.5,74.04,73.45,73.85,18026166.0,504.99,509.135,501.1,506.72,609538.0,328.23,331.65,323.2193,325.25,5001769.0
151.5,151.74,150.19,150.35,13385671.0,72.86,73.74,72.77,73.431,7779729.0,135.73,137.08,135.62,136.68,4407885.0,74.17,74.3,73.28,74.25,28766579.0,510.47,524.89,509.92,521.14,526052.0,326.9,330.22,324.2,329.8,4041558.0
149.99,150.44,148.88,150.3,17696752.0,73.32,74.41,73.28,73.74,7335069.0,135.33,136.27,135.1,135.37,5261509.0,73.52,74.29,73.17,73.75,38068728.0,518.46,522.0,513.4,515.93,395351.0,329.68,331.2575,325.8,328.24,3841524.0
150.58,152.44,149.9,152.11,16205032.0,73.7,74.42,73.19,74.39,6159364.0,134.99,135.16,132.85,133.14,5552427.0,73.53,73.75,73.13,73.61,16612296.0,516.94,521.77,510.7,521.28,281004.0,330.24,343.399,330.01,342.14,7036023.0
151.8,153.84,151.8,152.75,15013054.0,74.72,75.29,73.62,73.74,7447298.0,133.74,133.8499,131.45,131.87,4709602.0,73.8,74.31,73.5,74.199,17659800.0,523.97,526.12,510.74,513.44,381908.0,345.0,345.6,334.15,339.58,5583746.0
153.35,153.93,153.06,153.5,11524332.0,74.1,74.27,73.62,74.12,7373419.0,131.66,132.24,130.75,130.93,3089973.0,74.34,74.38,73.81,74.05,12663330.0,513.77,518.57,510.0,515.62,234159.0,340.36,345.5,338.12,343.75,3895849.0
153.78,153.99,147.3,150.55,27513361.0,75.44,75.99,74.45,75.0,11632938.0,130.85,131.15,129.5711,130.8,4112415.0,73.76,74.42,72.32,73.15,27247287.0,515.77,517.44,503.98,508.4,521054.0,346.0,347.5,326.29,334.4,6579454.0
149.94,150.23,149.19,149.49,13769301.0,75.01,76.03,74.75,75.95,7676972.0,131.14,131.99,130.52,131.84,3114385.0,72.72,73.31,72.54,73.03,13851619.0,507.01,513.42,499.04,508.62,423220.0,336.89,339.6,332.51,334.88,3811165.0
149.9,150.33,148.13,148.77,14889914.0,76.0,76.49,75.83,76.1,6226814.0,132.14,133.58,132.1,132.72,3430444.0,73.3,73.44,72.41,72.72,17128584.0,489.67,499.14,487.1344,491.64,692299.0,335.5,341.49,321.04,323.34,6902577.0
149.1,150.22,148.41,150.05,21068988.0,76.35,76.36,75.52,75.7,5901731.0,133.17,133.35,132.28,132.55,2589044.0,73.04,73.42,72.49,72.55,15903866.0,486.6,490.17,471.26,471.93,907621.0,323.0,324.45,316.13,319.55,6852941.0
159.28,159.75,156.16,157.15,56749144.0,75.54,75.9,75.17,75.83,5928590.0,132.08,132.49,131.5,132.14,2878474.0,72.52,72.56,71.445,72.245,22675078.0,470.78,477.51,468.31,476.17,610269.0,318.94,327.12,311.22,325.83,7918504.0
157.05,157.21,155.02,155.51,22089302.0,75.8,76.0,74.3,74.35,9242885.0,131.91,133.4,131.51,133.35,3172406.0,72.19,72.44,71.845,72.14,14856283.0,498.1,498.4975,463.3001,466.68,913188.0,346.78,350.0,343.15,347.0772,10612835.0
156.07,157.4,155.69,156.34,17331799.0,73.73,73.76,72.58,73.15,13135659.0,133.74,134.01,132.8,133.11,2182760.0,72.4,73.04,72.24,72.66,19598667.0,469.32,473.34,466.66,467.98,542275.0,347.0,357.27,343.3,357.0026,7720898.0
157.06,158.92,156.6701,158.79,17348586.0,72.85,73.5,72.28,73.42,6323669.0,133.09,133.48,132.51,132.84,2148005.0,72.8,72.9,72.26,72.4,14859602.0,468.71,471.76,462.21,470.08,310760.0,357.35,359.48,352.75,355.17,4863457.0
158.61,161.83,158.27,160.1,31403180.0,73.42,73.67,72.81,73.26,5760082.0,132.5,132.8,131.4,132.26,3810156.0,72.09,73.13,71.75,72.78,16958136.0,469.18,475.25,467.35,469.68,302274.0,357.53,368.58,357.4,365.27,5944586.0
159.26,161.27,159.11,161.1,22294726.0,72.84,74.68,72.83,73.89,9083442.0,132.81,133.41,132.365,133.28,2710844.0,72.25,72.51,72.05,72.45,16809135.0,469.96,478.99,465.524,474.09,524430.0,361.0,370.0,358.95,363.64,5538957.0
159.9,160.0,154.63,155.32,32603524.0,73.59,73.78,72.53,72.69,7250669.0,133.04,133.8501,132.37,133.11,3661215.0,71.95,72.19,71.35,71.42,18839204.0,470.48,472.46,459.14,460.05,382963.0,362.0,366.6504,354.66,355.4,5778816.0
156.6,158.5728,156.07,157.49,22197629.0,72.52,72.68,71.82,72.39,5579013.0,133.64,134.49,132.75,133.11,3408307.0,71.57,72.7,71.28,72.51,17762519.0,462.35,467.8599,459.23,466.55,291693.0,356.97,361.26,353.62,357.87,3447797.0
159.32,160.21,158.75,159.78,17981174.0,72.87,73.115,72.56,72.79,3903336.0,134.2,134.37,132.87,133.41,1976576.0,73.06,73.72,72.95,73.59,15180242.0,469.97,476.87,466.99,474.49,352566.0,364.63,367.66,362.6,363.8,3538601.0
160.66,162.195,160.14,161.64,24469208.0,73.0,73.38,72.73,73.14,4240591.0,133.85,133.94,133.195,133.4,2393053.0,73.59,73.59,73.04,73.23,10965532.0,473.87,475.005,470.49,472.65,235570.0,365.2,365.49,359.37,362.23,2333895.0
161.98,162.51,160.15,160.92,22709694.0,73.21,73.77,73.14,73.36,4244241.0,134.08,134.97,133.86,134.16,3095300.0,73.34,74.1,73.17,73.66,15159634.0,475.58,475.58,467.24,468.5,230261.0,363.0,366.5,362.52,362.91,2514861.0
160.52,160.71,157.84,157.86,22787527.0,73.12,73.41,72.275,72.33,5705324.0,134.19,134.74,133.0314,133.07,3535809.0,73.58,73.87,72.4,72.41,17771980.0,469.82,470.04,461.77,464.02,417162.0,361.21,363.3,351.59,351.85,3857611.0
157.86,159.5,156.72,157.51,23038087.0,72.32,72.63,71.835,72.11,4651926.0,132.67,133.78,132.381,132.63,3468112.0,72.27,72.84,71.93,72.5,15495517.0,461.9,470.86,460.56,467.89,346542.0,352.91,354.0,345.8,347.51,4183304.0
157.5,157.89,155.1101,157.16,21205042.0,72.08,72.96,72.08,72.61,3918603.0,132.28,133.65,132.1875,133.43,2463456.0,72.47,72.48,71.7,72.14,13536876.0,467.75,472.49,467.425,469.72,308225.0,345.82,345.82,331.85,337.87,5296598.0
158.23,160.0,158.02,159.78,16593254.0,72.68,73.76,72.65,73.375,3691107.0,133.27,134.79,132.9,134.68,2894372.0,72.35,73.24,72.35,73.15,11259616.0,470.0,483.0,469.2,478.65,323449.0,341.13,342.24,337.3725,341.27,3452022.0
159.07,160.47,158.88,159.99,14898407.0,73.27,74.2,73.06,73.75,5332462.0,134.43,134.49,132.65,132.78,3765587.0,72.96,73.15,72.53,72.73,9356129.0,475.0,480.92,472.32,477.14,273808.0,338.99,353.49,338.3041,352.75,3877048.0
160.43,160.74,158.55,159.31,16082379.0,73.81,74.3,73.65,74.01,3609628.0,132.82,133.08,132.27,132.86,3029078.0,72.74,72.86,72.07,72.7,10980606.0,477.27,488.82,474.26,485.37,362121.0,352.52,356.66,349.74,352.94,3443495.0
159.65,160.56,159.27,159.86,16889605.0,74.23,74.43,73.69,73.8,3091305.0,131.91,132.56,131.62,131.73,3124095.0,72.84,73.35,72.48,72.83,10479523.0,485.25,487.77,477.38,477.81,367531.0,354.24,355.69,347.3,347.99,2725329.0
160.14,162.0,159.93,161.47,19034161.0,74.9,75.935,74.2,74.7,15063484.0,131.68,132.12,131.49,131.67,2569962.0,73.06,73.09,72.55,72.83,8558552.0,483.92,486.35,477.78,479.3,403767.0,347.28,347.35,339.72,345.66,2803519.0
160.1,163.12,160.0,162.92,24838782.0,74.29,75.8,74.22,75.75,9034302.0,131.57,132.45,131.3,132.23,2245550.0,72.28,73.16,72.05,73.06,8783514.0,476.88,481.35,473.37,478.96,321057.0,339.48,349.05,338.75,347.24,3011443.0
163.8,163.89,162.61,163.33,21970902.0,75.82,81.44,75.74,81.24,30922564.0,132.0,132.0,130.9,131.01,3118504.0,72.97,74.2099,72.8293,74.0,12136966.0,480.51,495.85,477.97,487.12,492413.0,349.5,353.47,347.0,353.13,2532388.0
163.64,164.52,163.48,163.97,20894075.0,81.5,84.13,81.48,83.75,25887218.0,131.39,132.5,131.25,132.32,4066073.0,74.03,74.96,73.8,74.78,18870821.0,488.4,502.4199,484.0,497.05,577566.0,353.55,358.44,352.82,355.89,3003526.0
164.8,164.94,163.63,164.04,14075739.0,83.35,84.1,82.25,83.74,12440251.0,132.6,132.65,130.935,131.01,2828164.0,74.64,74.74,73.64,73.92,16579991.0,498.24,505.49,497.09,503.8,477696.0,356.12,357.59,353.6902,355.22,2348531.0
163.68,164.25,160.56,162.08,25106163.0,83.24,83.6179,81.35,82.55,11944952.0,130.72,131.18,129.72,129.89,3601950.0,73.34,73.89,72.98,73.63,18166527.0,499.81,503.54,489.37,494.46,361273.0,353.8,355.49,345.89,349.5,2988355.0
162.71,162.99,160.52,161.92,17058790.0,82.85,83.43,82.51,83.01,7719379.0,130.54,131.0,130.21,130.77,3243091.0,73.77,74.04,73.35,73.4,11715714.0,499.69,503.33,492.87,500.03,275570.0,349.5,350.979,341.56,344.66,3169161.0
162.09,162.24,160.36,161.27,18577751.0,83.12,85.62,82.9,85.55,11482171.0,130.84,132.52,130.25,132.24,2645969.0,73.68,74.6,73.6,74.36,14330274.0,489.0,489.0,467.0,471.4,1128328.0,345.98,352.48,343.45,350.61,3315135.0
160.86,161.15,158.53,158.63,21135081.0,85.3,86.2666,84.901,85.1,8843577.0,132.0,132.34,130.87,131.06,3324349.0,74.33,74.44,73.84,74.0,10963312.0,473.0,479.025,470.0,471.33,482991.0,348.99,349.78,342.3,343.3,2507714.0
160.5,162.05,159.89,161.49,24593152.0,85.69,86.0,84.14,84.51,8269106.0,131.37,133.34,131.02,133.23,3667034.0,74.31,74.945,74.31,74.74,12341402.0,451.08,454.99,441.52,444.97,1339089.0,351.35,363.71,350.0,363.68,6066237.0
162.61,163.96,158.77,160.85,63257432.0,84.15,84.75,83.8,84.51,6609615.0,133.83,133.88,131.93,132.62,4261047.0,74.72,75.24,74.37,74.67,11049704.0,448.12,448.12,440.0,444.48,579641.0,364.49,368.76,360.4,362.71,4620028.0
159.87,159.96,157.91,159.62,37745780.0,84.5,84.51,83.37,83.66,5309004.0,132.67,133.7467,131.85,132.44,3186087.0,74.93,75.23,74.55,75.2,10329656.0,445.0,445.0,433.16,437.73,689837.0,363.82,368.07,359.59,366.0601,3257417.0
158.99,159.4,158.09,158.27,17796547.0,83.02,83.14,81.57,82.28,7786926.0,132.14,134.47,131.99,134.28,4756637.0,74.99,75.49,74.52,74.77,11175124.0,436.68,443.3,429.31,441.26,632051.0,364.33,377.96,362.63,377.44,5637380.0
158.47,160.97,158.0,159.88,32782759.0,82.79,83.5,82.305,82.35,8133328.0,134.79,135.45,134.18,134.58,7215842.0,74.78,75.39,74.07,75.29,28082035.0,442.04,442.16,432.43,433.46,622928.0,374.51,380.0,372.7,379.81,4064278.0
160.11,160.5,157.995,158.64,21048941.0,82.53,83.5,81.54,83.03,5766817.0,134.44,135.77,134.11,135.47,3335927.0,75.26,75.97,75.04,75.16,13840684.0,433.48,439.025,430.05,434.45,392351.0,380.25,389.61,377.68,384.61,5719442.0
159.51,159.77,158.44,158.72,15561722.0,83.39,83.39,82.13,82.29,4551888.0,135.02,135.79,134.35,135.3,3029209.0,75.21,75.71,75.01,75.44,11163658.0,433.26,434.64,426.47,431.34,347278.0,380.0,382.39,373.57,374.82,4812570.0
157.9,158.26,153.83,156.05,42348570.0,82.31,82.9,81.84,82.635,4355004.0,133.25,134.29,132.34,133.23,4865112.0,75.35,75.55,74.31,74.92,15379769.0,431.64,438.44,429.55,438.17,405853.0,373.01,378.249,371.07,373.9,3923400.0
155.8,155.8,152.75,153.41,30401653.0,82.73,83.413,82.23,82.62,4577574.0,133.31,133.82,131.3775,131.77,3683024.0,75.11,75.24,74.11,74.22,13079669.0,435.0,438.7703,429.47,433.5,335163.0,374.9,376.83,364.51,366.43,3801248.0
152.02,152.27,150.56,151.76,39677086.0,82.24,83.37,82.01,83.24,4266290.0,131.99,132.39,131.2701,131.36,2999664.0,73.99,74.51,73.85,74.36,10927391.0,431.12,433.77,427.04,432.64,434357.0,366.49,369.8999,350.88,351.0,6565305.0
149.98,151.83,149.16,150.56,36684440.0,83.41,84.28,82.86,83.6,6368572.0,131.47,131.76,130.83,131.23,3525887.0,74.09,74.25,72.92,73.27,17336711.0,431.99,442.9,431.64,438.17,506377.0,353.15,357.469,342.88,344.88,6161128.0
151.78,153.92,151.69,153.22,29052680.0,83.67,84.73,83.55,83.78,6311406.0,131.5,131.94,130.82,130.93,2108500.0,73.67,73.81,72.99,73.3,12187509.0,440.4,442.8,433.315,434.99,230713.0,350.93,351.24,340.9,345.25,5200640.0
153.8,154.7189,153.54,154.2,20316622.0,83.98,84.55,83.46,83.85,5058233.0,131.0,131.09,129.43,129.75,4027207.0,73.62,74.17,73.17,73.85,14457694.0,435.64,437.71,432.5,435.34,240283.0,349.1,351.489,340.5,340.99,4774927.0
153.83,154.28,152.7,153.26,18223355.0,83.53,83.6,79.21,80.91,15289519.0,129.91,130.27,129.29,129.41,2799169.0,73.49,73.97,73.31,73.86,8370838.0,433.29,439.0394,433.29,435.11,258038.0,339.88,342.75,335.4,339.52,4054450.0
153.23,154.13,152.0,154.0,20561699.0,81.2,81.96,79.31,81.01,11019409.0,129.58,130.47,129.05,130.0,2973539.0,73.94,74.535,73.88,74.45,11205045.0,435.28,450.23,435.28,447.04,575109.0,341.86,344.68,338.601,341.02,4033082.0
154.26,154.45,152.72,153.81,15684788.0,81.21,83.63,81.18,83.52,7318291.0,130.16,131.33,130.02,131.3,2867992.0,74.71,75.01,74.295,74.6,11404821.0,448.31,465.0,445.41,462.02,802974.0,342.66,343.7,335.51,341.45,3857224.0
154.01,155.09,153.91,154.47,13650401.0,83.45,84.23,82.13,83.18,5386813.0,131.65,132.4,131.36,132.1549,2856740.0,74.67,74.88,74.195,74.27,9644835.0,463.04,463.04,451.26,455.63,375369.0,335.9,348.55,331.28,348.14,8114832.0
153.63,153.86,152.46,153.47,16686621.0,83.23,83.26,82.07,82.41,4849777.0,132.4,133.18,132.1,132.89,2322531.0,74.0,74.72,73.71,74.68,10805468.0,454.1,458.92,450.112,456.0725,326384.0,351.25,358.62,349.6,354.9887,6556064.0
154.18,155.44,154.05,155.4,16995504.0,82.26,83.53,82.13,83.52,4708906.0,132.89,133.31,132.36,133.21,2015984.0,75.28,76.12,74.96,75.97,16514665.0,455.95,477.0,451.1,463.46,1038251.0,356.0,357.435,351.35,355.14,3177266.0
154.97,155.49,154.56,155.29,13291696.0,82.94,83.22,81.95,82.13,4409893.0,133.0,133.25,132.48,133.14,1389785.0,75.66,76.03,75.54,75.99,9781178.0,463.39,471.0,461.91,470.14,616816.0,353.1,360.0992,352.25,356.834,3304223.0
155.81,156.73,155.485,155.82,12734240.0,82.36,82.76,81.56,81.97,3145872.0,133.65,133.815,133.17,133.54,2262111.0,75.97,76.55,75.86,76.3,8652527.0,472.51,473.86,466.7,469.52,295739.0,349.65,351.75,342.67,342.84,5908251.0
156.0,158.0,155.1,155.9,12660667.0,81.9,83.06,81.865,83.05,4112632.0,133.56,134.13,132.92,133.95,2956575.0,76.33,76.63,76.14,76.31,10567983.0,469.56,472.31,460.66,461.13,355677.0,346.8,355.63,345.5305,355.6,5503068.0
155.97,156.98,155.75,156.54,13180834.0,83.06,83.29,82.31,82.57,3774916.0,134.88,137.08,134.37,136.67,6269973.0,76.36,76.46,75.95,76.41,10151019.0,459.8,460.85,448.71,452.87,619092.0,353.89,357.6,351.15,354.6,3524960.0
156.35,157.37,155.7299,156.01,13605614.0,82.57,82.82,81.0201,81.27,4989626.0,136.34,137.52,136.02,136.83,3384294.0,76.49,77.29,76.37,77.13,13313631.0,454.0,454.5203,444.2,447.0,441005.0,352.95,359.78,352.64,355.65,3171755.0
156.73,157.28,156.41,157.01,13251219.0,81.27,81.58,80.65,81.17,4489685.0,136.6,137.42,136.34,136.52,2736138.0,77.59,77.87,77.29,77.5,10518365.0,448.5,449.74,441.04,442.94,454408.0,356.98,358.49,353.68,355.49,2760249.0
157.9,160.0,157.65,159.87,20070307.0,81.13,81.21,79.55,79.95,5423688.0,136.45,137.26,135.54,136.02,3727126.0,77.42,77.81,77.35,77.66,9688876.0,444.0,453.55,443.11,445.76,336213.0,353.76,354.48,347.16,350.46,3721305.0
159.75,160.87,159.23,160.47,16059637.0,80.0,80.71,79.56,80.24,5209400.0,137.67,141.12,137.06,140.78,8870639.0,77.48,77.62,77.25,77.57,11253367.0,444.41,448.57,442.01,442.52,416020.0,350.91,356.22,350.07,355.73,2562294.0
160.42,160.71,159.6,159.77,13668418.0,80.26,80.84,79.76,80.02,5240238.0,140.79,141.58,140.07,140.68,5313185.0,77.65,77.85,77.37,77.64,10793488.0,443.2,444.99,435.55,439.37,373841.0,355.97,363.0,354.13,359.72,3851708.0
156.75,157.08,155.02,155.98,32669974.0,81.53,82.47,80.5102,81.61,12294550.0,140.71,142.98,140.535,142.06,6160434.0,77.48,77.93,77.35,77.92,11559476.0,439.59,443.0,438.0,441.0,437054.0,355.56,357.1465,348.2,351.81,3929322.0
156.61,157.75,155.96,156.25,18427186.0,81.83,81.95,80.45,81.21,7203471.0,142.38,143.62,141.83,142.38,3962559.0,78.32,78.97,78.22,78.8,15081216.0,430.17,435.16,427.0,432.97,691239.0,352.36,354.55,344.34,345.1,3819329.0
156.89,157.69,155.5,156.2,16418890.0,81.25,81.32,80.09,80.17,5181910.0,142.13,144.3523,142.11,143.66,5053441.0,78.99,79.34,78.76,78.85,16000521.0,435.0,437.9,430.045,432.82,539665.0,349.88,349.95,336.25,337.06,4452792.0
156.29,157.42,156.2,157.09,14016780.0,80.18,80.38,78.8,80.09,5695051.0,143.38,143.38,140.93,141.66,4311684.0,78.91,79.2,78.46,78.86,13349267.0,435.52,436.75,425.61,426.43,441012.0,338.8,342.8,336.16,337.33,3214375.0
156.91,157.55,155.27,156.41,16016689.0,80.08,80.08,78.69,79.9,6835318.0,141.16,143.23,140.9594,142.381,4331273.0,78.55,79.1,78.01,78.64,15372025.0,424.53,429.7295,420.515,421.92,575203.0,336.7,337.5,323.56,325.76,5530087.0
157.23,157.8295,156.78,157.42,12374254.0,78.44,79.5,77.0,77.84,9619233.0,142.51,143.75,141.38,141.79,4203067.0,79.18,79.42,78.75,78.75,22852523.0,416.7,420.61,412.49,416.04,571145.0,327.78,330.23,323.2,326.1,3888568.0
159.29,163.6,158.7,163.03,36735155.0,75.01,77.2,72.76,77.05,18999697.0,141.0,142.7,140.2,141.81,3122409.0,84.37,86.2,83.61,83.82,57457370.0,413.29,416.04,406.52,409.17,809813.0,319.75,324.59,316.66,320.8726,5212502.0
163.89,168.07,163.72,166.72,37107049.0,76.1,76.93,75.25,75.98,9373807.0,141.08,141.21,139.32,139.96,4214357.0,83.71,84.325,83.105,83.84,23604859.0,407.53,417.22,405.0,406.47,508623.0,319.18,323.78,317.25,320.035,3268148.0
167.9,169.6499,166.94,169.05,28536890.0,75.83,76.39,74.725,74.97,6716855.0,140.02,140.26,138.98,139.41,2929162.0,84.33,84.36,83.11,83.18,21563823.0,407.4,409.945,400.19,402.609,739537.0,320.23,331.95,320.18,331.52,4257246.0
169.87,169.94,165.61,166.87,27873344.0,74.69,75.85,74.22,74.84,7326593.0,139.83,140.59,139.34,139.92,3193635.0,83.7,83.76,82.88,83.16,18491619.0,403.81,405.5042,394.56,397.0,872807.0,332.25,332.6089,320.26,321.1,5354564.0
167.64,168.5,165.28,168.07,27624141.0,74.72,74.8,73.55,73.8,6007470.0,140.11,140.29,139.11,139.92,2181515.0,83.35,84.46,83.12,84.06,20098863.0,400.0,402.99,395.45,397.44,1104353.0,300.04,308.69,292.63,299.24,15307224.0
174.0,174.26,171.12,172.48,48908582.0,73.55,73.85,72.83,73.46,6185226.0,139.73,140.4,139.3,140.08,1874452.0,84.13,84.54,83.4,84.13,14456224.0,400.02,408.55,400.02,408.41,654228.0,299.34,306.25,295.13,306.09,7020744.0
172.365,174.99,171.72,174.32,27765449.0,73.29,73.5,72.11,72.36,6513229.0,140.01,140.49,139.72,139.75,2311878.0,84.2,84.7,84.0825,84.48,14034130.0,410.01,416.89,406.5,406.62,435289.0,307.0,307.5,299.01,302.7,4871851.0
173.91,175.25,173.6,174.79,19694604.0,72.41,73.34,72.32,73.22,6277465.0,140.08,140.15,138.91,139.74,2546074.0,84.76,84.9,83.93,84.26,13225698.0,407.26,411.665,401.76,403.49,483055.0,300.46,306.5,300.03,306.03,4112299.0
174.66,176.24,174.33,176.24,18728731.0,73.32,73.37,72.72,73.09,4610766.0,139.7,141.87,139.4601,141.34,2910080.0,84.16,84.61,83.83,84.57,11263327.0,418.06,432.5,405.0,415.25,989759.0,305.08,306.89,301.3001,304.31,3819535.0
175.28,176.095,173.14,175.87,23800788.0,73.04,73.42,72.62,73.03,4797886.0,140.86,141.41,139.8,140.36,2485906.0,84.11,84.27,82.9,84.09,16833031.0,409.44,414.02,396.53,406.05,715843.0,302.5,304.46,296.3,302.98,4251953.0
175.11,175.38,174.27,174.66,15442963.0,72.96,74.085,72.2,73.78,5575381.0,140.13,140.13,138.61,139.6,2672595.0,83.79,84.095,83.23,83.86,13902816.0,405.45,405.745,398.37,404.09,308520.0,302.5,308.36,301.85,302.92,3603353.0
173.5,174.5,173.4,173.98,13706923.0,73.25,73.39,72.51,72.84,6411623.0,139.01,140.02,138.42,139.8,2693737.0,83.66,83.94,83.46,83.93,9097109.0,398.26,402.13,391.21,393.56,799689.0,300.13,316.8,299.11,315.4,6019636.0
173.04,173.48,171.18,171.34,20215643.0,72.7,72.72,70.05,71.15,9039096.0,139.57,140.2843,138.92,139.49,2554689.0,83.5,84.1,82.98,84.05,15246771.0,392.75,395.59,383.831,384.8,823787.0,314.43,316.35,306.9,308.7,4567972.0
169.97,170.3197,168.38,169.09,23163666.0,70.63,72.1,70.53,71.84,6048177.0,139.23,139.83,138.75,139.11,2658867.0,83.47,83.69,82.69,82.99,14184790.0,384.87,389.027,383.81,386.41,533699.0,306.01,312.49,301.5,311.25,4800540.0
171.18,171.87,170.3,171.1,17300298.0,71.75,72.6,71.25,72.41,6014841.0,139.42,139.68,138.64,138.85,2697120.0,83.1,83.42,82.94,83.19,16201819.0,386.99,395.66,381.64,394.69,452397.0,313.99,318.14,311.3,312.5,4394695.0
171.04,171.39,169.64,170.11,17093245.0,72.32,72.62,72.12,72.43,3908578.0,138.3,138.86,137.89,137.98,2990372.0,83.12,83.12,82.24,82.37,17427406.0,393.08,396.36,390.52,391.46,389097.0,325.85,326.67,313.15,314.97,10617355.0
170.29,170.56,169.56,169.99,11894851.0,72.41,72.61,71.55,72.1452,3780899.0,138.15,138.56,137.74,137.95,2600428.0,82.4,82.59,82.25,82.54,11458697.0,391.74,393.32,383.42,385.105,662346.0,313.79,315.5,304.75,308.72,6763053.0
170.78,173.7,170.78,173.13,18672611.0,72.07,72.84,71.82,72.52,4640522.0,138.45,139.26,138.19,138.39,2957059.0,82.74,83.84,82.74,83.73,14281714.0,385.0,388.22,383.3,384.5,584802.0,310.85,318.23,308.71,317.8,5932102.0
173.44,175.0,173.05,174.94,18743511.0,72.48,73.09,72.35,72.82,3476809.0,138.3,138.38,136.6,137.31,2656489.0,83.83,83.9,83.04,83.09,12488334.0,384.55,388.44,384.5,387.59,251163.0,316.77,317.42,311.84,312.63,4056694.0
175.1,175.5,174.6459,174.96,9071079.0,72.76,72.93,72.23,72.46,1451419.0,137.5,138.38,137.31,138.04,1887573.0,83.01,83.43,82.78,83.27,5113940.0,388.4,392.99,384.25,384.85,158543.0,313.79,316.41,311.0,315.54,2542006.0
175.05,175.1,173.34,174.08,15534913.0,72.51,72.6,71.52,71.7,2983336.0,137.51,138.31,137.48,138.08,2370382.0,83.31,83.98,83.3,83.86,13338797.0,379.0,384.0,372.74,374.39,712243.0,313.25,317.34,309.51,316.74,3647104.0
174.3,174.87,171.86,173.0,20125881.0,72.16,72.68,71.4,72.63,4475603.0,138.3,140.53,138.2517,140.04,3280606.0,84.06,85.06,84.02,84.88,15939430.0,370.78,371.76,361.16,365.98,1055205.0,316.36,320.0,313.92,317.61,3892462.0
172.63,172.92,167.16,169.49,34373586.0,72.84,74.2,72.57,73.7,7154814.0,140.22,140.63,138.95,139.8,3443405.0,84.82,84.9172,83.175,83.335,21805588.0,369.6,371.39,353.1358,358.56,2130751.0,317.3,318.0,301.23,307.55,6661572.0
170.43,172.14,168.44,171.75,24465789.0,74.44,75.1025,73.75,74.69,6864775.0,140.06,140.28,138.48,139.33,4219037.0,83.61,84.52,83.34,84.09,19969980.0,358.57,362.5,354.73,361.86,914138.0,308.56,310.7,304.54,308.95,3399245.0
169.9,171.67,168.5,171.0,28912970.0,74.44,75.61,73.5013,75.33,6393301.0,139.57,140.53,138.6,139.95,3658781.0,83.55,84.81,83.22,84.26,22970612.0,356.37,377.4,355.03,373.71,1347017.0,305.44,310.32,305.05,306.53,3411656.0
172.47,172.62,169.63,169.76,24866974.0,75.45,75.58,72.91,73.07,6047322.0,140.62,141.5,138.93,138.99,3727644.0,84.36,84.42,80.7,81.07,31853041.0,375.5,382.52,372.0601,378.4,788272.0,306.51,308.265,300.61,305.23,4799442.0
