AAPL,AAPL,AAPL,AAPL,AAPL,GILD,GILD,GILD,GILD,GILD,JNJ,JNJ,JNJ,JNJ,JNJ,MSFT,MSFT,MSFT,MSFT,MSFT,REGN,REGN,REGN,REGN,REGN,TSLA,TSLA,TSLA,TSLA,TSLA
open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
219.01,220.54,218.92,219.71,18414478.0,74.8,75.47,74.61,74.94,3133617.0,134.78,134.9,133.89,134.34,4132202.0,109.94,110.5,109.79,110.32,14522560.0,390.0,392.26,387.045,390.08,405838.0,318.41,318.88,311.19,311.85,6176933.0
220.15,223.49,219.41,222.98,21467701.0,74.9,75.805,74.36,75.63,3321379.0,134.32,134.944,133.94,134.88,2753249.0,110.45,112.03,110.27,112.02,15968290.0,392.495,408.75,388.91,406.57,772268.0,310.27,311.85,303.69,304.88,5849149.0
223.25,228.26,222.4,225.07,40292721.0,75.74,76.35,75.5,76.3,3350164.0,134.7,135.6,134.6,134.95,3452382.0,111.66,112.61,111.44,111.95,17965934.0,405.96,416.49,405.15,408.52,674462.0,302.26,304.6,297.72,303.135,5689793.0
226.51,228.87,226.21,227.51,30059736.0,76.32,76.59,75.51,75.72,2654144.0,134.6,135.0,133.97,134.58,3170611.0,111.59,112.777,111.515,112.33,15537667.0,407.2,412.165,406.3,406.75,234228.0,302.0,305.3082,298.6,301.65,4138251.0
228.41,229.18,226.63,228.36,20702933.0,75.36,75.72,73.65,74.3,3371916.0,134.69,134.75,133.44,133.76,2873615.0,110.85,111.955,110.22,111.74,17050329.0,405.5,410.74,399.47,404.0,360785.0,296.94,298.19,288.0,288.99,6422883.0
228.99,229.67,225.1,226.87,25898450.0,74.18,74.66,73.91,74.54,3545709.0,133.48,135.94,133.46,135.85,4009629.0,111.02,111.42,108.1,108.51,25448481.0,404.12,409.67,403.0,407.03,225718.0,285.08,286.78,277.18,280.6987,5655214.0
226.23,227.35,221.3,223.12,27250729.0,74.37,74.64,72.61,72.87,3582121.0,135.5,137.31,135.18,136.89,4274467.0,108.56,108.99,107.51,108.75,17497579.0,405.94,405.94,392.71,397.94,255760.0,284.8,291.17,278.88,281.0095,5679908.0
221.85,225.37,220.71,221.42,29596507.0,72.73,72.8,71.49,72.22,5339240.0,136.78,137.69,135.745,137.4,4414516.0,108.23,108.7248,107.23,108.29,17103046.0,395.42,397.67,388.02,395.46,292358.0,260.25,268.35,252.2548,263.24,16242828.0
220.96,221.85,216.47,218.3402,29370268.0,72.58,73.17,72.3453,72.51,3567780.0,137.53,138.4716,137.06,137.29,2965700.0,108.85,109.64,108.36,109.44,13283232.0,396.25,398.47,392.1,395.09,158849.0,273.26,286.03,271.0,285.46,11348654.0
218.01,224.299,216.56,223.86,27700011.0,72.6,72.69,71.77,72.23,3687581.0,137.86,138.91,137.22,138.53,5481723.0,108.96,111.59,108.89,111.26,17785222.0,394.16,396.02,389.63,393.72,170165.0,279.31,282.0,273.55,279.43,6899938.0
224.94,225.0,219.84,221.06,39249350.0,75.06,75.18,73.4001,73.98,7601338.0,138.9,139.99,138.56,139.35,4565872.0,111.43,111.85,110.51,111.67,13746168.0,394.84,396.55,382.44,388.88,379069.0,281.44,292.5,278.6463,290.56,7594078.0
223.52,228.35,222.57,226.4,31575373.0,73.75,74.25,72.9,74.11,4326063.0,139.89,140.48,139.02,139.93,4060395.0,112.12,113.725,112.12,112.91,18563911.0,390.28,398.565,389.25,397.77,318148.0,288.27,295.0,285.18,289.42,4758415.0
225.75,226.84,222.522,223.64,23562371.0,74.21,74.545,73.2123,73.37,2955721.0,140.0,140.35,139.1,139.5,2882529.0,113.36,113.73,112.44,113.35,14048905.0,397.78,400.0,388.1105,392.17,340014.0,288.74,297.3256,286.52,295.11,5120958.0
222.15,222.95,217.27,217.89,28375627.0,73.5,73.53,72.615,72.78,3885424.0,139.33,140.4,139.18,139.97,3245256.0,113.69,113.7,111.86,112.18,14823159.0,392.76,394.525,386.05,386.49,340601.0,290.04,300.87,288.13,294.79,5176019.0
217.79,221.85,217.12,218.24,24147467.0,72.78,74.01,72.18,73.67,4511631.0,140.27,140.84,139.83,140.57,3106865.0,112.07,113.695,111.72,113.22,15934532.0,382.73,392.47,375.21,388.21,486851.0,296.3,302.64,275.5,284.93,12923352.0
218.5,219.62,215.3,218.34,20793048.0,73.47,74.32,73.3,73.87,2815364.0,140.76,140.99,140.05,140.45,3461457.0,113.05,113.32,111.035,111.7,16564670.0,386.84,386.98,381.94,383.7,368892.0,280.77,300.0,280.5,299.04,6156658.0
220.32,222.28,219.15,220.04,19407352.0,73.96,74.96,73.84,74.84,4335118.0,140.82,142.14,140.51,141.98,3434208.0,112.29,113.8,111.93,113.58,17279376.0,385.06,389.32,382.995,387.07,519335.0,303.56,305.98,293.33,298.32,5573331.0
220.57,221.36,217.29,217.655,35567117.0,74.76,75.93,74.75,75.5,6427903.0,142.18,143.13,141.69,142.85,7707425.0,113.95,115.29,113.51,114.81,36610369.0,389.73,393.32,387.39,390.22,542293.0,297.7,300.58,295.37,299.01,3408179.0
216.82,221.26,216.63,220.79,19526076.0,75.29,76.21,75.24,75.62,3562794.0,142.1,142.5,140.23,140.48,4660734.0,113.02,114.9,112.2175,114.67,18538910.0,387.29,393.8,385.9507,390.19,247470.0,298.48,302.9993,293.58,299.73,3638324.0
219.75,222.82,219.7,222.19,15917628.0,75.8,75.99,74.92,74.99,4362634.0,140.53,140.96,138.4,138.64,5010181.0,114.8,115.1,113.75,114.46,14827820.0,391.6,394.77,388.665,389.91,219388.0,300.0,304.6,296.5,301.05,3401297.0
221.0,223.75,219.76,220.51,17135872.0,75.11,76.41,74.85,75.68,5597209.0,138.95,140.0,137.96,138.27,4936503.0,114.47,115.055,113.74,114.13,14168453.0,389.71,396.55,388.91,391.59,266980.0,301.65,313.89,301.1093,309.5664,5964409.0
223.79,226.44,223.54,225.09,21761696.0,75.65,77.095,75.57,76.59,4192821.0,138.45,139.5786,137.57,138.26,4151038.0,114.78,114.91,114.2,114.44,11768376.0,391.11,407.1,390.01,405.91,564593.0,312.9,314.96,306.91,307.46,3303572.0
224.79,225.84,224.02,225.76,15106196.0,76.58,77.24,76.13,77.22,5475468.0,138.1,138.56,137.41,138.15,2848892.0,114.19,114.57,113.68,114.49,12954086.0,405.92,410.0,400.27,404.04,567226.0,270.26,278.0,260.555,264.72,25167046.0
227.95,229.42,226.35,227.27,16337487.0,77.32,78.59,77.04,77.97,5900069.0,138.26,139.85,138.0,139.75,2973031.0,114.75,115.68,114.73,115.59,13558420.0,406.41,410.0,392.0,394.23,580121.0,305.49,311.44,301.05,310.3446,15258287.0
227.25,230.0,226.63,229.29,18374731.0,78.08,78.75,77.69,78.68,5656849.0,139.79,140.73,139.65,140.52,2978025.0,115.3,115.84,114.44,115.14,13280802.0,395.85,405.75,395.01,400.58,440645.0,314.0,316.84,299.15,300.9,8518600.0
230.05,233.47,229.78,232.1,21649962.0,78.85,79.61,78.48,79.02,5548280.0,140.54,141.27,138.88,139.1,3069273.0,115.42,116.18,114.93,115.16,12591201.0,401.37,403.59,397.98,403.04,354823.0,303.33,304.6,291.57,295.03,6300641.0
230.78,232.35,226.73,227.99,23764631.0,78.68,78.95,75.83,76.56,5940166.0,138.55,139.53,137.32,139.33,3296881.0,114.68,114.7588,111.63,112.85,26953316.0,401.36,401.43,387.835,392.05,397830.0,293.95,294.0,277.67,281.84,7147210.0
227.96,228.41,220.58,224.26,25806520.0,76.77,77.5599,75.15,76.25,4484020.0,139.8,140.25,138.56,139.1,2879022.0,112.63,113.17,110.64,112.12,23070151.0,393.92,400.745,386.75,391.77,288641.0,274.61,274.88,260.0,261.99,13362410.0
222.21,224.8,220.2,223.76,21084112.0,76.3,76.65,75.51,76.41,2995718.0,138.9,139.68,138.62,139.49,2526492.0,111.73,112.03,109.34,110.86,22739108.0,391.57,396.23,386.43,394.06,179674.0,264.26,267.7599,249.0,250.54,9900147.0
223.63,227.27,222.2462,226.87,19672102.0,76.2,77.39,75.83,76.55,4140963.0,138.74,139.62,137.81,139.21,2869260.0,111.14,113.08,110.8,112.26,20674609.0,394.0,396.64,388.68,392.52,242919.0,255.25,266.77,253.3,262.81,9143892.0
225.46,226.35,216.05,216.39,29815295.0,76.22,77.055,74.75,74.78,4968278.0,139.35,140.46,137.7302,137.881,4424736.0,111.2,111.5,105.79,106.26,47382384.0,390.6,397.94,381.0,381.94,348162.0,264.61,265.51,247.77,256.89,9657608.0
214.52,219.5,212.32,214.45,38787008.0,74.9,75.19,71.8,72.51,6782460.0,137.91,138.66,132.88,133.81,8345662.0,105.23,108.93,104.2,105.92,50883866.0,382.65,384.18,367.73,371.68,417116.0,257.53,262.25,249.03,252.33,6000952.0
220.42,222.88,216.84,222.11,28354162.0,73.3,73.9,72.26,73.5997,4262476.0,134.4,134.41,132.23,133.76,4692340.0,109.02,110.01,107.12,109.54,35626400.0,377.12,385.9399,373.095,384.21,487934.0,260.98,261.99,252.01,259.15,5270938.0
221.16,221.83,217.27,217.28,22403259.0,73.31,73.77,72.71,72.77,3033426.0,133.88,135.3,133.51,133.84,4230506.0,108.93,109.48,106.9468,107.54,23908246.0,384.02,385.78,374.4,377.6012,274653.0,259.06,263.28,254.5367,259.56,4827381.0
218.93,222.99,216.7627,222.13,21865043.0,73.3,76.44,73.04,76.3,5629571.0,134.75,137.99,134.75,136.56,6972675.0,109.6,111.41,108.95,110.89,23597531.0,381.31,399.4,380.7803,398.52,474020.0,265.7,277.375,262.24,276.54,6957925.0
222.3,222.64,219.34,221.2,16169647.0,76.0,76.29,75.14,75.62,3659603.0,136.23,140.0,136.21,139.43,5720354.0,111.69,111.81,109.5482,110.72,19949245.0,398.07,401.0,392.45,399.11,286664.0,282.4,282.7,265.8032,271.8,6442088.0
217.86,219.74,213.0,216.12,23483746.0,75.56,75.6,73.32,74.18,3789340.0,139.2,139.81,137.71,139.6,5420926.0,110.13,110.53,107.83,108.51,24073535.0,399.9,399.9,389.99,395.21,391244.0,269.29,271.0,263.0,263.95,3977473.0
219.16,221.26,217.43,219.3,23788682.0,74.15,74.8,73.15,73.26,3416412.0,138.34,140.0,137.91,138.99,3822388.0,109.51,110.86,108.21,108.55,24632864.0,397.79,400.22,387.52,389.82,412472.0,267.39,269.66,253.5,260.04,7016215.0
219.79,223.36,218.94,220.59,23781840.0,73.46,73.7,72.18,72.35,3061001.0,138.61,139.26,138.14,138.68,3230584.0,109.32,110.54,108.24,109.63,20413784.0,393.29,398.28,383.61,387.85,393467.0,260.68,261.86,252.59,260.94,3968574.0
215.83,223.25,214.7,222.9,36787089.0,71.54,72.31,70.7,71.66,4575806.0,137.79,139.49,137.45,138.89,5985736.0,107.6,108.97,105.11,108.11,35482036.0,384.17,387.19,377.09,380.34,525759.0,263.87,297.93,262.1,294.26,13890784.0
222.6,224.23,214.54,215.06,36197804.0,71.23,72.06,67.88,68.01,6637528.0,138.52,140.11,137.17,137.49,6207532.0,108.4,108.49,101.5901,102.38,46696699.0,380.28,386.09,350.78,351.27,904305.0,301.05,304.44,285.73,288.84,11916320.0
217.71,222.44,216.75,219.85,22758164.0,68.28,70.015,67.25,68.63,7249811.0,137.46,139.09,135.05,138.5,7452686.0,106.58,109.27,106.15,108.3,48847609.0,342.58,348.99,330.73,337.06,1676026.0,317.22,321.0,301.01,314.81,15526936.0
215.9,220.19,212.67,216.03,41258595.0,66.79,70.28,66.5,69.75,7825903.0,137.94,139.3,135.33,137.0,7511999.0,105.55,108.75,104.76,106.96,43200754.0,329.99,342.79,329.1,335.86,594371.0,308.25,339.9,306.65,330.63,21526599.0
219.255,219.69,206.09,212.55,36069395.0,70.78,71.99,69.47,70.96,7032298.0,136.99,139.1,136.22,137.64,4700367.0,108.01,108.7,101.63,104.09,44852738.0,343.43,343.43,327.58,336.41,609525.0,337.47,347.16,326.5,336.79,11398720.0
211.15,215.18,209.27,213.33,29704603.0,71.24,72.62,71.04,72.01,4835589.0,137.93,141.1,137.0,140.78,6138426.0,103.66,104.38,100.11,103.75,55117624.0,335.86,347.98,332.4,339.59,712279.0,328.39,337.8999,322.26,329.81,7257990.0
216.88,220.45,216.62,218.75,31900983.0,72.43,72.5,67.23,68.18,13640996.0,141.0,141.43,139.61,140.01,5896469.0,105.42,108.14,105.39,106.79,37988289.0,344.82,347.0,335.44,339.19,557893.0,332.54,342.0,329.1,337.28,5723763.0
219.07,222.36,216.81,222.05,40261246.0,68.2,70.415,68.0,70.3,6377802.0,140.07,141.58,139.85,140.85,3807499.0,107.08,107.32,105.53,105.91,26202582.0,339.0,355.53,339.0,355.13,649919.0,338.26,347.84,334.725,344.12,6385290.0
209.55,213.89,205.43,206.14,82917876.0,70.97,71.57,68.89,69.41,4232842.0,141.97,142.0,139.66,140.57,4498137.0,106.43,107.32,104.975,106.15,28930155.0,358.21,361.18,347.735,352.59,367532.0,343.74,349.2,340.91,346.45,6174655.0
204.3,204.39,198.17,201.59,51670747.0,69.88,70.17,68.96,69.57,4040621.0,141.0,142.74,140.755,142.15,4257936.0,106.38,107.74,105.9,107.49,22902124.0,354.36,360.595,352.62,355.44,519559.0,340.5,343.955,330.14,341.27,7692268.0
201.92,204.72,201.69,203.78,27934956.0,69.67,70.395,69.55,70.35,3480944.0,141.53,142.83,141.06,142.54,3717865.0,107.38,108.84,106.28,107.71,18994437.0,359.21,367.0,349.59,357.61,659756.0,339.07,348.8,336.09,341.06,6590767.0
205.89,210.01,204.13,209.91,26705827.0,71.01,72.8,70.36,72.48,5457750.0,143.1,144.8735,142.97,144.71,5177940.0,109.44,112.24,109.4,111.96,30323142.0,359.88,365.68,355.885,364.26,474341.0,343.34,351.18,340.8,348.027,7426352.0
209.94,210.12,206.75,208.49,19216333.0,72.25,72.66,71.61,71.87,3724556.0,144.31,145.7921,144.0,145.33,3886251.0,111.79,112.21,110.91,111.79,20673762.0,359.38,365.47,358.02,363.39,307529.0,349.0,357.5755,348.44,351.29,5411948.0
205.55,206.01,202.25,204.47,23852926.0,71.47,71.91,70.68,71.17,2946461.0,145.04,145.74,144.38,145.34,3464616.0,110.9,111.45,108.76,109.53,23853962.0,362.1,362.55,352.575,356.66,337640.0,349.0,354.0,345.23,350.53,4012945.0
198.9,199.85,193.79,194.2,40614690.0,71.07,71.475,70.06,70.5,3154331.0,144.99,146.24,144.73,145.68,5000458.0,109.42,109.96,106.1,106.92,26430647.0,355.93,357.92,344.6264,346.41,285787.0,348.37,349.78,330.34,331.15,5557138.0
191.63,197.18,191.4501,192.23,35553485.0,70.6,72.55,70.31,70.93,3038968.0,146.19,146.75,143.42,144.71,5423739.0,107.55,108.74,106.64,106.94,27177181.0,349.11,352.6773,341.08,342.08,270825.0,333.16,344.7,332.2,338.61,3903430.0
193.9,194.48,185.93,186.76,57202350.0,71.36,71.71,70.15,70.541,3703918.0,145.02,145.31,143.56,144.31,5446642.0,108.1,108.26,104.47,105.01,34753354.0,344.64,349.85,335.8,337.29,763025.0,342.7,347.11,337.15,344.15,4905646.0
188.39,193.99,186.9,191.5,42306727.0,70.22,70.57,68.44,69.74,7956645.0,143.41,144.51,142.48,144.5,5363605.0,104.99,107.8,103.91,107.38,30691584.0,334.51,344.4895,332.0,341.65,737515.0,342.33,348.58,339.04,348.41,4458230.0
190.5,194.9695,189.46,193.58,34044307.0,69.45,69.7,68.93,69.21,7407974.0,144.71,146.74,144.55,146.05,6333095.0,107.08,108.88,106.8,108.37,29237612.0,340.2,347.33,338.5743,345.33,677799.0,345.19,355.7,345.1201,354.29,7149187.0
190.0,190.7,184.99,185.85,37092706.0,69.07,69.24,67.65,68.01,7694652.0,146.43,148.44,146.37,147.82,7280343.0,108.27,108.56,103.55,104.6,38787859.0,343.45,345.24,333.93,338.89,757160.0,356.34,366.75,352.88,353.4801,9512859.0
178.37,181.47,175.51,177.01,63109179.0,68.4,69.46,67.536,67.56,6936662.0,147.5,148.75,146.35,146.43,7631459.0,101.76,104.62,99.3528,101.71,52775068.0,337.47,343.67,331.5401,337.28,459362.0,341.75,349.8,333.55,347.73,7777405.0
179.73,180.27,176.55,176.82,27395649.0,67.57,67.6863,66.55,66.75,7731274.0,146.23,146.23,140.78,142.0,8300733.0,103.6,104.43,101.71,103.08,25090358.0,339.6,345.575,339.21,343.37,390678.0,352.0,353.1,337.3995,338.16,4608419.0
174.94,176.595,172.1,172.25,21939557.0,66.38,67.04,66.06,66.56,2718983.0,141.85,142.73,141.6,142.31,2903525.0,102.17,103.8099,102.0,103.02,11513266.0,340.2,349.63,339.921,340.66,171837.0,334.345,337.5,325.55,326.0,4047411.0
174.24,174.95,170.26,174.58,40367186.0,67.37,68.06,66.06,66.98,6932149.0,142.0,142.05,140.715,141.3,5604147.0,104.79,106.63,104.58,106.5,28004620.0,343.96,355.14,341.84,353.18,545943.0,325.0,346.22,325.0,345.94,7715078.0
171.51,174.77,170.88,174.245,37132335.0,66.49,67.45,65.81,67.44,7124290.0,140.57,143.35,139.66,143.28,5259731.0,106.27,107.33,105.36,107.2,25435800.0,351.48,356.985,348.27,353.65,471473.0,340.05,346.96,335.5,343.91,5982784.0
176.73,181.29,174.93,180.96,42264101.0,67.49,69.21,66.91,69.2,5309986.0,143.83,146.56,143.36,146.49,6394077.0,107.89,111.33,107.86,111.13,41279080.0,354.62,363.72,350.45,363.65,547094.0,345.99,348.28,342.21,347.87,3992192.0
182.66,182.8,177.7,179.55,38797596.0,68.8,70.28,68.7215,69.67,5529582.0,145.62,147.2,144.84,145.85,6020915.0,110.33,111.115,109.03,110.2,24726368.0,360.01,364.89,357.56,359.56,408696.0,347.0,347.5,339.55,341.17,3002799.0
180.29,180.33,177.03,178.6,28559844.0,69.73,72.19,69.45,71.94,6348727.0,145.34,147.0,145.1,146.65,7856974.0,110.7,110.97,109.36,110.89,23684552.0,361.1,368.24,359.5,365.63,567281.0,341.83,351.6,338.2648,350.39,5361189.0
184.46,184.94,181.21,184.93,35606774.0,72.74,72.9,70.51,70.9,9502360.0,145.57,146.63,144.94,146.24,6085818.0,113.0,113.42,110.73,112.09,29289900.0,372.5,394.98,372.24,382.64,1008264.0,360.0,366.0,352.0,358.64,8040529.0
180.95,182.3899,176.27,176.67,35659368.0,70.8,72.63,69.32,69.54,7489842.0,146.32,148.99,145.82,146.11,7196413.0,111.94,112.6373,108.2115,108.5,35555672.0,382.63,396.32,371.65,372.8,851977.0,356.05,368.68,352.0,359.5934,8251172.0
171.76,174.78,170.42,174.77,38911135.0,68.71,70.2,68.11,70.19,6551817.0,144.5,146.45,142.79,145.91,9254267.0,105.82,109.24,105.0,109.19,42565498.0,367.32,381.97,364.89,381.69,823815.0,356.01,367.38,350.76,363.06,7709571.0
173.49,174.49,168.3,168.38,37358874.0,69.78,70.0,67.89,68.1699,4470172.0,145.49,147.3367,144.12,145.38,7704299.0,108.38,109.45,104.3,104.78,38132100.0,379.28,389.3,370.35,372.83,771698.0,369.0,379.49,357.65,357.8701,11198666.0
165.0,170.09,163.33,169.61,57206552.0,69.22,69.87,65.9,67.49,7918369.0,145.39,145.88,142.38,145.29,5490172.0,104.8,107.98,103.89,107.56,35397587.0,374.52,380.305,367.35,377.66,726222.0,360.0,365.98,353.12,365.14,6349458.0
171.66,171.79,167.0,168.67,41305424.0,68.13,69.1665,67.2,67.72,5219960.0,146.29,148.21,145.79,146.53,6967452.0,109.8,110.95,107.44,108.66,39159096.0,382.17,385.215,372.39,375.69,721802.0,369.91,372.1689,360.23,366.69,6099449.0
170.4,171.92,169.02,169.04,30803351.0,68.58,69.32,68.06,68.149,5210622.0,147.0,148.49,147.0,147.2,6853284.0,110.89,111.27,109.04,109.08,29976735.0,381.2,385.98,376.83,377.87,536807.0,369.42,371.91,365.16,366.72,4889259.0
170.49,172.57,169.22,170.82,29424166.0,68.1,68.29,66.71,67.35,5286857.0,146.96,148.5899,146.8,147.79,5110865.0,109.58,110.87,108.63,109.35,26137509.0,378.26,381.98,372.65,378.44,361269.0,370.15,377.44,366.75,376.89,7093864.0
169.0,169.08,165.28,165.4,36692953.0,66.8,67.17,65.375,65.54,6219172.0,144.34,145.38,130.2,132.86,55557020.0,108.25,109.26,105.5,106.02,40456740.0,382.96,386.9,379.0,381.27,643085.0,375.0,377.87,364.33,365.61,6215126.0
165.45,168.35,162.73,163.97,37985427.0,65.38,67.1,64.56,65.12,8284391.0,128.32,131.65,126.83,129.11,32870173.0,105.41,105.8,101.71,102.93,42274046.0,381.7,386.35,370.6,375.4,738984.0,362.0,365.7,343.88,348.29,7364321.0
165.38,167.53,164.39,165.87,29845988.0,65.48,66.74,64.3,64.8,7363441.0,132.05,132.8,129.2,130.41,19989249.0,103.75,104.51,102.52,103.94,37008892.0,377.55,381.485,364.73,369.0,659868.0,350.54,351.55,333.69,336.83,6896291.0
166.0,167.45,158.7,160.76,41382586.0,65.11,66.79,63.48,64.19,7641665.0,129.87,131.35,127.09,127.63,18365636.0,103.65,106.88,101.35,103.71,54251060.0,369.0,373.4,355.45,360.67,707459.0,337.6,347.01,329.74,332.98,8083353.0
160.4,162.11,155.3,156.84,58947341.0,64.13,65.35,63.3484,64.3,9072629.0,127.72,129.75,126.55,128.22,13212370.0,103.05,104.31,98.78,101.42,58498110.0,360.95,363.82,354.33,356.23,759622.0,327.0535,330.29,311.869,315.315,8519343.0
156.86,158.16,149.63,150.85,72723677.0,64.75,66.09,62.25,62.56,12718041.0,127.8,130.6,127.12,128.08,13224119.0,101.63,103.0,97.46,98.07,85771956.0,357.6,363.0,344.18,344.605,1217886.0,317.4,323.47,312.44,319.91,7570973.0
148.15,151.55,146.44,146.62,34312501.0,62.47,62.83,60.48,60.53,5412646.0,127.3,128.0,121.0,123.0,6062627.0,97.68,97.97,94.0,94.04,40122880.0,343.33,347.89,340.34,340.45,427130.0,313.5,314.5,295.195,295.69,5350960.0
148.3,157.22,146.72,157.18,52488787.0,60.65,63.23,60.32,63.22,7466001.0,123.42,126.76,122.0071,126.66,7099937.0,95.14,100.6,93.96,100.53,44729788.0,341.98,363.53,339.1345,363.0,719699.0,300.0,326.97,294.09,326.08,7928079.0
155.84,156.77,150.07,156.12,46950454.0,62.4,62.96,60.47,62.94,6957573.0,125.87,127.41,123.07,127.4,7124096.0,99.3,101.19,96.4,101.05,41666659.0,359.45,364.87,352.6,364.76,584366.0,319.84,322.1717,301.5,315.9188,8310934.0
157.47,158.52,154.55,156.07,37588889.0,62.81,63.04,61.67,61.86,5893104.0,127.91,128.75,126.75,127.3699,4763914.0,102.09,102.41,99.52,100.3487,33525337.0,366.55,371.21,361.54,362.11,442340.0,323.1,336.24,318.41,333.86,8973702.0
158.53,159.36,156.51,156.7,29014557.0,62.0,63.07,61.58,62.12,5997544.0,128.18,129.55,127.42,128.3701,4693479.0,101.29,102.4,100.44,100.83,24324186.0,364.73,374.75,364.64,371.36,526896.0,337.79,339.21,325.26,331.4531,5898332.0
154.89,158.85,154.23,157.5225,27803621.0,61.9,64.01,61.5,63.38,5687199.0,128.13,128.38,126.28,127.68,5189565.0,99.55,101.75,98.94,101.01,26692255.0,368.15,376.79,366.01,372.26,448821.0,306.5,315.13,298.8,309.8699,10751296.0
143.98,145.72,142.0,142.29,82418448.0,66.29,67.25,65.23,65.33,11593168.0,128.135,128.27,125.36,126.214,5903197.0,100.0,100.185,97.4,97.5,34611003.0,373.66,385.94,371.69,372.76,631283.0,307.0,309.4,297.38,300.31,6672221.0
144.53,148.5499,143.8,148.12,51267225.0,66.25,68.425,66.04,68.185,6978165.0,127.12,128.65,126.73,127.83,6171063.0,99.72,102.51,98.93,101.775,35976325.0,379.54,399.695,377.65,397.48,879561.0,306.0,318.0,302.73,317.54,6983846.0
148.7,148.83,145.9,147.91,49982480.0,68.1,68.925,67.37,68.67,6152312.0,127.63,128.3491,126.797,127.14,6136151.0,101.64,103.2681,100.98,102.15,28570376.0,397.34,400.8,393.94,396.98,808827.0,321.66,336.74,317.7508,334.986,7193888.0
149.56,151.82,148.52,150.63,36592406.0,68.85,69.15,67.09,68.08,5399538.0,128.18,130.5,127.73,129.85,7350232.0,103.04,103.97,101.7134,102.73,25193769.0,399.31,401.088,389.0,397.4125,571806.0,341.98,344.01,327.02,335.49,6567180.0
151.29,154.53,149.63,153.37,40827842.0,68.2,68.6638,67.5401,67.95,4454232.0,129.83,130.24,128.33,128.88,6133818.0,103.86,104.88,103.2445,104.25,27578681.0,398.02,401.46,395.61,399.54,461095.0,335.5,343.5025,331.47,338.52,5199244.0
152.5,153.97,150.86,153.55,32553301.0,67.74,68.273,67.09,68.03,4124415.0,127.69,129.89,127.69,129.765,4170767.0,103.22,103.66,102.38,103.57,23141246.0,399.4,410.0,395.98,408.03,847855.0,334.4,345.39,331.79,344.91,5719942.0
152.88,153.7,151.51,152.0534,22850904.0,67.8,68.4,67.44,68.15,4572996.0,129.0,129.64,128.31,129.64,3578559.0,102.95,103.44,101.64,102.81,23708629.0,405.65,412.29,403.55,408.57,686126.0,342.09,348.41,338.77,347.35,4796324.0
150.85,151.27,149.22,149.76,26038136.0,67.77,67.936,67.11,67.35,6927273.0,128.74,128.96,127.5898,128.5598,3989795.0,101.9,102.8716,101.26,102.12,19299980.0,408.16,408.16,399.11,400.99,572641.0,342.5,342.5,334.0,334.7,5009149.0
150.27,153.39,150.05,152.95,25862287.0,67.19,68.71,67.03,68.41,5802137.0,128.52,129.49,127.65,129.2,3982274.0,102.51,105.05,101.88,104.78,26725036.0,401.42,405.07,399.63,404.37,342624.0,335.0,348.8,334.5,344.345,5803044.0
153.08,155.88,153.0,154.91,27032885.0,68.27,68.87,67.56,67.575,4344728.0,129.41,129.41,127.9,128.02,4734714.0,105.26,106.255,104.96,105.39,24069834.0,406.17,410.63,402.845,404.5,359576.0,344.78,352.0,343.5,345.89,4500918.0
154.2,157.66,153.26,155.53,26717099.0,67.54,68.96,67.46,68.56,4143528.0,127.71,129.52,127.4628,129.0,5204782.0,105.0,106.625,104.76,106.1,22660985.0,402.72,420.29,402.72,417.37,755050.0,346.21,351.5,344.15,347.15,3488578.0
157.5,157.88,155.9806,156.57,30450605.0,69.24,69.58,68.51,69.005,6731127.0,129.9,131.18,129.45,130.31,8530609.0,107.46,107.9,105.92,107.6,34864877.0,420.42,420.48,410.0,417.905,641503.0,323.06,327.1297,299.7301,302.22,22317439.0
156.41,156.73,152.62,152.93,24086204.0,68.74,68.82,68.02,68.41,5382287.0,128.2,129.5009,127.01,128.37,8607629.0,106.75,107.1,104.86,105.315,23461439.0,415.77,421.99,404.0,404.45,701790.0,304.82,308.0,295.5,298.18,11524285.0
154.15,155.14,151.7,153.6799,20246607.0,68.52,69.508,67.82,68.28,5654121.0,128.5,129.3,127.93,128.75,7076600.0,106.2,107.04,105.34,106.54,21504900.0,404.92,406.79,393.17,400.94,798818.0,292.5,294.5,281.69,287.18,11633895.0
154.11,154.48,151.74,152.63,20669415.0,68.43,68.46,67.5196,67.92,6628101.0,128.49,128.7,125.0,127.1099,8933044.0,106.86,107.0,105.34,106.23,20135205.0,401.8,408.88,399.16,407.8,579722.0,283.47,293.68,279.2831,291.855,7588695.0
155.48,158.13,154.32,157.5,29575048.0,68.17,69.28,68.1,68.83,6974571.0,128.13,128.45,127.18,128.2,5866478.0,107.24,107.88,106.59,106.95,24504900.0,410.85,418.75,406.1,417.88,532929.0,294.39,298.5195,289.55,297.0,6831199.0
155.79,156.28,153.66,156.0878,22270959.0,68.42,69.0,67.36,67.98,4962459.0,127.81,129.15,127.29,128.81,5389443.0,106.26,106.48,104.66,105.015,25364435.0,415.11,416.4931,408.81,413.1,612924.0,292.91,297.46,287.75,296.38,6123573.0
