AAPL,AAPL,AAPL,AAPL,AAPL,BRK.B,BRK.B,BRK.B,BRK.B,BRK.B,MSFT,MSFT,MSFT,MSFT,MSFT
open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
144.09,144.3,143.27,143.64,14486944.0,166.28,166.55,164.68,165.13,2026844.0,68.89,69.14,67.69,68.46,32410019.0
145.1,147.2,144.96,146.56,25669350.0,165.8,166.32,165.35,165.57,2059716.0,68.67,69.55,68.5,69.43,27119635.0
147.54,148.09,146.84,147.47,31308344.0,165.9,166.3299,165.16,166.0,1992538.0,69.71,69.71,69.13,69.3,19179268.0
145.59,147.49,144.27,147.06,38855247.0,165.7,167.08,165.5,166.66,2072803.0,69.38,69.38,68.71,69.08,24576064.0
146.55,147.14,145.81,146.54,18926882.0,167.64,168.04,166.22,166.35,2705593.0,69.03,69.08,68.64,68.81,18561598.0
146.76,148.98,146.76,148.96,22675122.0,167.12,167.14,165.879,166.55,2788399.0,68.9,69.03,68.485,68.99,15644971.0
149.03,153.7,149.03,153.01,42021943.0,166.5,166.6,164.1,164.58,3482250.0,68.97,69.05,68.42,68.94,13890169.0
153.87,154.88,153.45,153.98,31021760.0,165.17,165.24,163.0,163.42,2996441.0,68.86,69.28,68.68,69.03,16849917.0
153.63,153.94,152.11,153.26,21114207.0,163.36,163.88,163.03,163.79,2433055.0,68.99,69.56,68.92,69.31,15254802.0
152.45,154.07,152.31,153.94,18750732.0,163.58,163.77,162.39,163.3,2337566.0,68.36,68.73,68.12,68.46,22425064.0
154.7,156.42,154.67,156.1,28076625.0,163.06,163.49,162.47,163.2,2450438.0,68.61,68.61,68.04,68.38,14153682.0
156.01,156.65,155.05,155.68,19310853.0,163.81,164.08,163.26,163.775,2009900.0,68.16,68.48,67.57,68.43,23337850.0
155.94,156.06,154.72,155.47,15904981.0,164.1,164.29,163.25,163.59,1717364.0,68.23,69.44,68.16,69.41,28250842.0
153.6,154.57,149.71,150.2,42477277.0,162.44,162.86,161.18,161.62,3470007.0,68.89,69.1,67.43,67.45,23586708.0
151.27,153.34,151.13,152.51,28563533.0,161.43,162.62,160.93,161.64,2663871.0,67.39,68.13,67.14,67.72,20967661.0
153.38,153.98,152.63,153.05,22298019.0,161.86,164.08,161.58,163.16,3184927.0,67.52,68.095,67.43,67.69,20641486.0
154.0,154.58,152.91,153.96,18481365.0,164.8,165.48,163.94,165.13,3353434.0,67.89,68.47,67.5,68.45,11423708.0
154.9,154.9,153.31,153.8,16542846.0,165.4,165.77,164.8736,165.47,2294097.0,68.72,68.75,68.38,68.69,12398439.0
153.84,154.17,152.67,153.3,16297773.0,165.9,165.9,164.55,164.85,1981645.0,68.87,68.88,68.45,68.77,11426105.0
153.73,154.35,153.03,153.91,16178281.0,165.23,165.5,164.71,165.28,1901905.0,68.97,69.88,68.91,69.62,17091239.0
153.81,154.24,153.31,153.59,13081679.0,165.25,165.88,165.0177,165.6,1559425.0,69.8,70.22,69.52,69.96,16791297.0
153.42,154.43,153.33,153.67,14855753.0,165.79,165.87,164.47,165.11,2122655.0,69.79,70.41,69.77,70.41,13709243.0
153.97,154.17,152.38,152.77,16337532.0,165.27,165.45,164.1,165.27,2941713.0,70.52,70.74,69.81,69.87,20186658.0
153.17,153.33,152.22,153.18,12972062.0,165.8,166.69,164.75,166.66,2577022.0,70.23,70.61,69.451,70.12,17511464.0
153.59,155.45,152.89,155.45,22754620.0,166.13,166.92,165.85,166.18,2736717.0,70.44,71.86,70.24,71.75,28961739.0
154.34,154.45,153.46,153.93,20349569.0,166.29,167.1337,166.29,166.58,1661255.0,71.97,72.89,71.81,72.28,24816028.0
153.9,155.81,153.78,154.45,21408385.0,166.12,166.72,165.88,166.14,1994291.0,72.3,72.62,72.27,72.52,25548782.0
155.01,155.98,154.48,155.37,17394656.0,166.14,166.75,165.87,166.43,2050334.0,72.64,72.77,71.95,72.39,17551012.0
155.25,155.54,154.4,154.92,15637031.0,166.35,167.94,166.23,166.905,3326095.0,72.51,72.52,71.5,71.93,19767646.0
155.19,155.19,146.02,148.97,55236738.0,167.67,170.14,167.42,169.96,2829710.0,72.02,72.08,68.59,70.32,42720382.0
145.6,146.09,142.51,145.4,61376480.0,169.43,170.65,169.26,170.54,3377038.0,69.25,69.94,68.13,69.78,41482160.0
147.16,147.45,145.15,146.59,25681034.0,171.5,171.82,170.9001,171.45,2371908.0,70.02,70.82,69.96,70.65,20601313.0
147.5,147.5,143.84,145.16,26120738.0,170.92,171.5,169.55,171.39,2376704.0,70.91,71.1,69.43,70.27,21786438.0
143.32,144.4798,142.21,144.3,27152933.0,170.6,170.9216,169.57,170.49,2169308.0,69.42,70.21,68.8,69.9,22157711.0
143.81,144.5,142.2,142.25,32949237.0,170.87,171.04,169.7501,170.53,3793372.0,69.76,70.0252,69.22,69.99,30206321.0
143.66,146.74,143.66,146.34,25567975.0,171.39,171.95,170.78,171.42,2039878.0,70.5,70.945,70.35,70.87,17830499.0
146.87,146.87,144.94,145.01,19663633.0,171.68,171.68,170.45,170.61,1775317.0,70.82,70.87,69.87,69.9,15352396.0
145.52,146.0693,144.61,145.87,15288655.0,170.61,170.78,169.34,169.68,1699586.0,70.26,70.62,69.94,70.27,15580898.0
145.75,146.7,145.1199,145.63,14313608.0,169.33,169.67,168.31,168.39,1717168.0,70.39,70.59,69.71,70.26,19731427.0
145.13,147.16,145.11,146.29,16286383.0,169.27,169.27,166.64,167.16,1778258.0,70.08,71.25,69.92,71.23,18099425.0
147.17,148.28,145.38,145.8,20971292.0,167.8,168.28,166.9676,167.47,1945608.0,71.4,71.71,70.445,70.52,15776506.0
145.01,146.16,143.62,143.78,20690321.0,167.72,168.06,166.78,167.44,1994799.0,70.11,70.18,69.18,69.21,20970243.0
144.49,146.11,143.1601,145.83,17828374.0,167.88,170.15,167.88,169.78,2321650.0,69.2,69.841,68.79,69.8,21955630.0
144.71,145.13,142.28,143.67,26672398.0,170.68,171.37,168.6,169.36,2515815.0,69.38,69.49,68.09,68.5,24862377.0
144.45,144.96,143.78,144.03,16506309.0,170.01,170.15,169.27,169.44,2396034.0,68.78,69.38,68.74,68.94,17601453.0
144.88,145.3001,143.1,143.5,11093317.0,170.4,172.7,169.95,171.62,1753425.0,69.33,69.6,68.02,68.16,12769068.0
143.69,144.79,142.7237,144.09,16251764.0,172.06,172.505,171.28,171.81,1848580.0,68.255,69.44,68.22,69.09,16061409.0
143.02,143.5,142.41,142.72,19135204.0,171.56,171.97,170.09,170.27,2235035.0,68.29,68.78,68.12,68.58,17974879.0
142.9,144.75,142.9,144.17,14510249.0,170.84,171.32,169.9,171.1,1783054.0,68.71,69.84,68.7,69.45,12769839.0
144.11,145.95,143.37,145.09,16416536.0,170.61,171.31,169.9,170.13,1827481.0,69.46,70.25,69.2,69.98,12495857.0
144.73,145.85,144.38,145.55,14864556.0,169.94,170.2,168.0,169.23,2679480.0,70.0,70.68,69.75,70.0,14228960.0
145.87,146.18,144.82,145.77,19218623.0,169.79,170.09,169.06,169.97,2359265.0,70.65,71.28,70.55,71.15,14233021.0
145.5,148.49,145.44,147.78,21387519.0,170.06,170.07,169.25,169.76,2328263.0,71.45,72.0399,71.31,71.77,16610738.0
147.97,149.33,147.33,149.04,16541594.0,169.27,169.92,168.52,169.5,2090372.0,72.24,73.27,71.96,72.77,21876503.0
148.82,150.9,148.57,149.6,18719011.0,169.44,170.73,168.95,170.08,2180960.0,72.8,73.45,72.72,73.35,18235488.0
149.2,150.13,148.67,150.08,14498680.0,170.04,170.69,169.56,170.39,1469810.0,73.09,73.39,72.66,73.29,22323775.0
150.48,151.42,149.95,151.02,16159904.0,170.78,171.33,170.35,171.14,1284856.0,73.5,74.04,73.45,73.85,18026166.0
151.5,151.74,150.19,150.35,13385671.0,171.33,171.87,171.07,171.47,1463050.0,74.17,74.3,73.28,74.25,28766579.0
149.99,150.44,148.88,150.3,17696752.0,171.57,171.69,170.66,171.29,1827030.0,73.52,74.29,73.17,73.75,38068728.0
150.58,152.44,149.9,152.11,16205032.0,171.5,171.8799,171.07,171.79,1409210.0,73.53,73.75,73.13,73.61,16612296.0
151.8,153.84,151.8,152.75,15013054.0,172.21,173.37,172.15,172.97,2086505.0,73.8,74.31,73.5,74.199,17659800.0
153.35,153.93,153.06,153.5,11524332.0,173.0,173.79,172.5,173.05,1956016.0,74.34,74.38,73.81,74.05,12663330.0
153.78,153.99,147.3,150.55,27513361.0,173.17,173.18,172.22,173.02,2118101.0,73.76,74.42,72.32,73.15,27247287.0
149.94,150.23,149.19,149.49,13769301.0,173.06,174.34,172.13,173.99,1626093.0,72.72,73.31,72.54,73.03,13851619.0
149.9,150.33,148.13,148.77,14889914.0,174.5,175.6,174.2,175.07,2110171.0,73.3,73.44,72.41,72.72,17128584.0
149.1,150.22,148.41,150.05,21068988.0,175.93,176.38,174.81,176.29,1652366.0,73.04,73.42,72.49,72.55,15903866.0
159.28,159.75,156.16,157.15,56749144.0,176.29,177.92,175.91,177.79,2375011.0,72.52,72.56,71.445,72.245,22675078.0
157.05,157.21,155.02,155.51,22089302.0,177.5,179.0,177.44,178.94,2152397.0,72.19,72.44,71.845,72.14,14856283.0
156.07,157.4,155.69,156.34,17331799.0,179.8,179.99,178.69,179.79,1817954.0,72.4,73.04,72.24,72.66,19598667.0
157.06,158.92,156.6701,158.79,17348586.0,177.04,178.41,177.04,178.0,2304255.0,72.8,72.9,72.26,72.4,14859602.0
158.61,161.83,158.27,160.1,31403180.0,177.71,178.29,176.2,176.44,2071049.0,72.09,73.13,71.75,72.78,16958136.0
159.26,161.27,159.11,161.1,22294726.0,175.5,178.16,175.05,178.04,2203878.0,72.25,72.51,72.05,72.45,16809135.0
159.9,160.0,154.63,155.32,32603524.0,177.13,177.6,176.26,176.35,2202108.0,71.95,72.19,71.35,71.42,18839204.0
156.6,158.5728,156.07,157.49,22197629.0,176.32,177.17,175.27,175.4,1926681.0,71.57,72.7,71.28,72.51,17762519.0
159.32,160.21,158.75,159.78,17981174.0,176.75,177.73,176.45,177.2,1699000.0,73.06,73.72,72.95,73.59,15180242.0
160.66,162.195,160.14,161.64,24469208.0,177.74,178.1499,177.24,177.55,1567293.0,73.59,73.59,73.04,73.23,10965532.0
161.98,162.51,160.15,160.92,22709694.0,178.2,178.97,177.6,178.59,1615246.0,73.34,74.1,73.17,73.66,15159634.0
160.52,160.71,157.84,157.86,22787527.0,178.25,178.7,177.19,177.21,2747756.0,73.58,73.87,72.4,72.41,17771980.0
157.86,159.5,156.72,157.51,23038087.0,176.57,178.82,176.27,177.52,2777285.0,72.27,72.84,71.93,72.5,15495517.0
157.5,157.89,155.1101,157.16,21205042.0,177.62,178.5,177.07,178.28,1650698.0,72.47,72.48,71.7,72.14,13536876.0
158.23,160.0,158.02,159.78,16593254.0,178.5,180.61,178.46,180.44,2049285.0,72.35,73.24,72.35,73.15,11259616.0
159.07,160.47,158.88,159.99,14898407.0,179.25,180.52,179.0,179.85,1629241.0,72.96,73.15,72.53,72.73,9356129.0
160.43,160.74,158.55,159.31,16082379.0,179.98,180.0,178.13,178.38,1954676.0,72.74,72.86,72.07,72.7,10980606.0
159.65,160.56,159.27,159.86,16889605.0,179.0,180.16,178.8561,179.69,1494975.0,72.84,73.35,72.48,72.83,10479523.0
160.14,162.0,159.93,161.47,19034161.0,179.77,179.9,178.02,178.66,1434075.0,73.06,73.09,72.55,72.83,8558552.0
160.1,163.12,160.0,162.92,24838782.0,177.72,178.7,177.2,178.6,1748981.0,72.28,73.16,72.05,73.06,8783514.0
163.8,163.89,162.61,163.33,21970902.0,178.71,181.03,178.51,180.26,2503941.0,72.97,74.2099,72.8293,74.0,12136966.0
163.64,164.52,163.48,163.97,20894075.0,180.35,181.87,180.25,181.05,2920996.0,74.03,74.96,73.8,74.78,18870821.0
164.8,164.94,163.63,164.04,14075739.0,181.58,181.97,180.57,180.69,1873179.0,74.64,74.74,73.64,73.92,16579991.0
163.68,164.25,160.56,162.08,25106163.0,180.29,180.29,176.29,177.0,3546245.0,73.34,73.89,72.98,73.63,18166527.0
162.71,162.99,160.52,161.92,17058790.0,177.35,177.87,176.73,176.89,2270101.0,73.77,74.04,73.35,73.4,11715714.0
162.09,162.24,160.36,161.27,18577751.0,177.08,177.48,172.61,173.98,3542815.0,73.68,74.6,73.6,74.36,14330274.0
160.86,161.15,158.53,158.63,21135081.0,173.9,175.815,173.57,175.54,2496156.0,74.33,74.44,73.84,74.0,10963312.0
160.5,162.05,159.89,161.49,24593152.0,177.7,179.24,177.33,177.91,2577046.0,74.31,74.945,74.31,74.74,12341402.0
162.61,163.96,158.77,160.85,63257432.0,178.0,178.71,177.8,178.69,1593200.0,74.72,75.24,74.37,74.67,11049704.0
159.87,159.96,157.91,159.62,37745780.0,177.76,179.15,177.61,178.86,1570279.0,74.93,75.23,74.55,75.2,10329656.0
158.99,159.4,158.09,158.27,17796547.0,178.8,179.16,178.38,178.76,1953322.0,74.99,75.49,74.52,74.77,11175124.0
158.47,160.97,158.0,159.88,32782759.0,179.24,180.36,178.81,180.02,4073411.0,74.78,75.39,74.07,75.29,28082035.0
160.11,160.5,157.995,158.64,21048941.0,180.5,181.74,180.27,181.46,2218241.0,75.26,75.97,75.04,75.16,13840684.0
159.51,159.77,158.44,158.72,15561722.0,181.5,183.01,181.5,182.99,1936727.0,75.21,75.71,75.01,75.44,11163658.0
157.9,158.26,153.83,156.05,42348570.0,183.3,183.93,182.46,183.8,2516076.0,75.35,75.55,74.31,74.92,15379769.0
155.8,155.8,152.75,153.41,30401653.0,183.32,183.93,183.03,183.18,1579326.0,75.11,75.24,74.11,74.22,13079669.0
152.02,152.27,150.56,151.76,39677086.0,182.63,182.84,181.3034,181.82,1721324.0,73.99,74.51,73.85,74.36,10927391.0
149.98,151.83,149.16,150.56,36684440.0,181.99,182.64,180.8,182.47,1450010.0,74.09,74.25,72.92,73.27,17336711.0
151.78,153.92,151.69,153.22,29052680.0,182.55,182.87,181.74,182.0,1383542.0,73.67,73.81,72.99,73.3,12187509.0
153.8,154.7189,153.54,154.2,20316622.0,182.87,184.0,182.51,183.26,1564315.0,73.62,74.17,73.17,73.85,14457694.0
153.83,154.28,152.7,153.26,18223355.0,183.4,183.95,182.44,183.13,1214694.0,73.49,73.97,73.31,73.86,8370838.0
153.23,154.13,152.0,154.0,20561699.0,183.59,183.68,182.42,183.17,1504801.0,73.94,74.535,73.88,74.45,11205045.0
154.26,154.45,152.72,153.81,15684788.0,183.45,185.47,182.9301,185.39,1701778.0,74.71,75.01,74.295,74.6,11404821.0
154.01,155.09,153.91,154.47,13650401.0,185.6,186.51,184.6,185.75,1863212.0,74.67,74.88,74.195,74.27,9644835.0
153.63,153.86,152.46,153.47,16686621.0,186.2,186.67,185.51,185.83,1520564.0,74.0,74.72,73.71,74.68,10805468.0
154.18,155.44,154.05,155.4,16995504.0,186.17,188.04,185.8,187.11,1763440.0,75.28,76.12,74.96,75.97,16514665.0
154.97,155.49,154.56,155.29,13291696.0,187.2,187.62,186.05,187.36,1518360.0,75.66,76.03,75.54,75.99,9781178.0
155.81,156.73,155.485,155.82,12734240.0,187.5,187.95,186.639,187.48,1247843.0,75.97,76.55,75.86,76.3,8652527.0
156.0,158.0,155.1,155.9,12660667.0,187.46,188.2,187.16,188.01,1667224.0,76.33,76.63,76.14,76.31,10567983.0
155.97,156.98,155.75,156.54,13180834.0,187.4,187.95,186.48,187.43,1720194.0,76.36,76.46,75.95,76.41,10151019.0
156.35,157.37,155.7299,156.01,13605614.0,187.7,187.99,185.97,186.21,1792865.0,76.49,77.29,76.37,77.13,13313631.0
156.73,157.28,156.41,157.01,13251219.0,186.77,188.0,186.33,187.36,1673058.0,77.59,77.87,77.29,77.5,10518365.0
157.9,160.0,157.65,159.87,20070307.0,188.0,188.62,187.57,187.985,1574598.0,77.42,77.81,77.35,77.66,9688876.0
159.75,160.87,159.23,160.47,16059637.0,187.96,188.0,186.5,187.41,1509394.0,77.48,77.62,77.25,77.57,11253367.0
160.42,160.71,159.6,159.77,13668418.0,187.75,188.13,186.8,187.83,1549456.0,77.65,77.85,77.37,77.64,10793488.0
156.75,157.08,155.02,155.98,32669974.0,187.16,187.5,186.43,187.19,1629526.0,77.48,77.93,77.35,77.92,11559476.0
156.61,157.75,155.96,156.25,18427186.0,187.75,189.0,187.58,188.97,1891688.0,78.32,78.97,78.22,78.8,15081216.0
156.89,157.69,155.5,156.2,16418890.0,189.18,189.72,188.64,189.44,1555382.0,78.99,79.34,78.76,78.85,16000521.0
156.29,157.42,156.2,157.09,14016780.0,189.92,190.68,189.53,189.79,1852171.0,78.91,79.2,78.46,78.86,13349267.0
156.91,157.55,155.27,156.41,16016689.0,189.83,190.0,187.66,188.71,2370199.0,78.55,79.1,78.01,78.64,15372025.0
157.23,157.8295,156.78,157.42,12374254.0,189.65,189.92,187.831,188.59,1915219.0,79.18,79.42,78.75,78.75,22852523.0
159.29,163.6,158.7,163.03,36735155.0,188.32,188.63,187.05,188.6,1923168.0,84.37,86.2,83.61,83.82,57457370.0
163.89,168.07,163.72,166.72,37107049.0,188.02,188.52,187.3474,187.87,1598720.0,83.71,84.325,83.105,83.84,23604859.0
167.9,169.6499,166.94,169.05,28536890.0,188.06,188.11,186.41,186.89,2165810.0,84.33,84.36,83.11,83.18,21563823.0
169.87,169.94,165.61,166.87,27873344.0,188.1,188.13,186.73,187.15,2040345.0,83.7,83.76,82.88,83.16,18491619.0
167.64,168.5,165.28,168.07,27624141.0,186.75,188.78,185.89,188.74,2022342.0,83.35,84.46,83.12,84.06,20098863.0
174.0,174.26,171.12,172.48,48908582.0,188.13,188.55,187.02,187.25,1506680.0,84.13,84.54,83.4,84.13,14456224.0
172.365,174.99,171.72,174.32,27765449.0,186.1,187.57,185.3,186.69,1853579.0,84.2,84.7,84.0825,84.48,14034130.0
173.91,175.25,173.6,174.79,19694604.0,187.23,188.19,185.61,186.26,1732519.0,84.76,84.9,83.93,84.26,13225698.0
174.66,176.24,174.33,176.24,18728731.0,186.31,186.89,184.35,184.57,1882824.0,84.16,84.61,83.83,84.57,11263327.0
175.28,176.095,173.14,175.87,23800788.0,183.34,184.679,181.76,184.49,2690718.0,84.11,84.27,82.9,84.09,16833031.0
175.11,175.38,174.27,174.66,15442963.0,183.84,184.07,182.51,183.71,2319911.0,83.79,84.095,83.23,83.86,13902816.0
173.5,174.5,173.4,173.98,13706923.0,183.16,184.85,183.16,184.39,1240298.0,83.66,83.94,83.46,83.93,9097109.0
173.04,173.48,171.18,171.34,20215643.0,183.66,184.0,182.5001,183.34,1717546.0,83.5,84.1,82.98,84.05,15246771.0
169.97,170.3197,168.38,169.09,23163666.0,182.13,182.9,181.41,181.92,2576468.0,83.47,83.69,82.69,82.99,14184790.0
171.18,171.87,170.3,171.1,17300298.0,182.21,183.05,181.65,182.05,1890680.0,83.1,83.42,82.94,83.19,16201819.0
171.04,171.39,169.64,170.11,17093245.0,181.7,181.94,180.5,181.0,1962334.0,83.12,83.12,82.24,82.37,17427406.0
170.29,170.56,169.56,169.99,11894851.0,181.43,181.98,180.44,181.7,1515973.0,82.4,82.59,82.25,82.54,11458697.0
170.78,173.7,170.78,173.13,18672611.0,181.78,183.5,181.51,183.25,2018568.0,82.74,83.84,82.74,83.73,14281714.0
173.44,175.0,173.05,174.94,18743511.0,183.78,183.78,181.94,182.51,1647711.0,83.83,83.9,83.04,83.09,12488334.0
175.1,175.5,174.6459,174.96,9071079.0,182.66,182.98,182.2456,182.42,738407.0,83.01,83.43,82.78,83.27,5113940.0
175.05,175.1,173.34,174.08,15534913.0,182.74,183.87,182.41,183.55,1432943.0,83.31,83.98,83.3,83.86,13338797.0
174.3,174.87,171.86,173.0,20125881.0,184.1,187.84,184.02,187.54,2721358.0,84.06,85.06,84.02,84.88,15939430.0
172.63,172.92,167.16,169.49,34373586.0,188.2,192.0,187.57,189.84,3612101.0,84.82,84.9172,83.175,83.335,21805588.0
170.43,172.14,168.44,171.75,24465789.0,190.48,193.81,189.95,192.88,3709105.0,83.61,84.52,83.34,84.09,19969980.0
169.9,171.67,168.5,171.0,28912970.0,193.59,194.99,189.72,194.5,3666601.0,83.55,84.81,83.22,84.26,22970612.0
172.47,172.62,169.63,169.76,24866974.0,196.18,199.48,196.18,196.87,3425829.0,84.36,84.42,80.7,81.07,31853041.0
169.33,171.52,168.4,169.65,21377668.0,197.77,197.99,195.5,196.06,2260483.0,81.38,82.68,80.9801,81.59,20003644.0
167.5,170.2047,166.46,169.05,21545899.0,195.79,196.8299,194.8,196.08,2157884.0,81.67,83.14,81.43,82.79,16112520.0
169.03,170.44,168.91,169.33,19450089.0,195.91,196.75,194.98,196.3,1761390.0,82.62,82.8,82.0,82.49,15963626.0
170.49,171.0,168.82,169.36,18039550.0,196.82,197.28,195.02,196.4,2101394.0,83.42,84.58,83.33,84.16,19415557.0
169.2,172.89,168.79,172.66,23625893.0,196.63,197.18,195.3,196.66,2633489.0,84.29,85.37,84.12,85.22,14466549.0
172.15,172.39,171.461,171.73,14793147.0,197.0,199.92,197.0,199.09,3019556.0,85.31,86.05,85.08,85.62,17798973.0
172.63,173.54,172.0,172.31,18307475.0,198.56,199.63,197.35,197.47,2469825.0,85.74,86.0,85.17,85.35,16782602.0
172.43,173.13,171.65,172.22,16576895.0,198.12,198.189,195.9355,196.66,2525765.0,85.43,85.87,84.53,84.72,13606534.0
172.81,174.17,172.46,173.88,26667725.0,198.24,199.2,197.23,197.57,4973517.0,85.16,87.09,84.88,86.82,33887452.0
174.92,177.2,174.86,176.43,21647216.0,199.5,200.26,198.94,199.54,2834526.0,87.12,87.4999,86.23,86.44,16398158.0
175.03,175.39,174.09,174.53,21307511.0,200.16,200.5,197.68,197.82,2310570.0,86.34,86.35,85.27,85.83,16981526.0
174.87,175.42,173.25,174.36,17847200.0,199.39,199.75,197.68,197.82,2276725.0,86.2,86.3,84.71,85.59,15115256.0
174.17,176.02,174.1,175.01,15431929.0,198.85,199.56,198.21,198.91,1754535.0,86.05,86.1,85.4,85.57,11191800.0
174.68,175.424,174.5,175.05,11186150.0,199.24,199.68,196.88,197.99,1696451.0,85.4,85.63,84.92,85.58,10311176.0
170.8,171.47,169.679,170.57,27529613.0,197.97,198.57,197.28,197.55,1141131.0,85.31,85.5346,85.03,85.4,7347118.0
170.1,170.78,169.71,170.58,16439823.0,197.5,198.82,197.28,198.65,1515128.0,85.69,85.98,85.215,85.69,9705456.0
171.0,171.85,170.48,171.07,13307218.0,199.34,199.96,198.82,199.46,1685084.0,85.9,85.93,85.55,85.7,7708547.0
170.71,170.71,169.22,169.3,19469267.0,200.0,200.07,198.37,198.68,2002623.0,85.6,86.05,85.5,85.59,11171082.0
170.16,172.3,169.26,172.26,20523941.0,198.87,198.87,195.96,197.23,3028270.0,86.23,86.31,85.5,85.91,15946903.0
172.53,174.55,171.96,172.18,23193409.0,197.0,200.0,197.0,199.76,2368797.0,86.055,86.51,85.97,86.33,18225043.0
172.54,173.47,172.08,173.02,17742231.0,200.9,202.1299,200.01,200.63,2642837.0,86.59,87.66,86.57,87.12,16777774.0
173.44,175.37,173.05,174.96,18402859.0,201.0,201.67,199.31,201.17,2634698.0,87.66,88.41,87.43,88.11,16194855.0
174.31,175.61,173.93,174.34,15554212.0,201.15,203.07,199.8,202.74,2409926.0,88.16,88.58,87.6046,88.22,13254610.0
174.55,175.06,173.41,174.33,17267132.0,203.34,204.4,202.58,203.07,2760653.0,88.65,88.7272,87.86,88.23,15553464.0
173.16,174.3,173.0,174.245,19012396.0,203.35,205.724,202.5,205.56,2467993.0,87.86,88.19,87.41,87.81,13769912.0
174.59,175.4886,174.49,175.27,14222366.0,205.96,207.28,205.83,206.67,2589831.0,88.13,88.13,87.24,88.06,13433296.0
176.18,177.36,175.65,177.0,17956716.0,207.27,210.39,206.8,210.2,2800130.0,88.67,89.78,88.45,89.59,18677802.0
177.91,179.39,176.14,176.2,23154527.0,213.12,214.03,209.36,210.41,3727718.0,90.1,90.79,88.0104,88.38,28953637.0
176.15,179.25,175.07,179.1,26958931.0,211.92,214.5,211.14,214.21,2896082.0,89.13,90.28,88.75,90.15,18691606.0
179.37,180.1,178.25,179.27,23144183.0,215.67,215.78,213.055,213.26,3045816.0,89.77,90.67,89.66,90.12,17594256.0
178.61,179.58,177.41,178.45,21452221.0,213.45,214.3,212.11,213.26,3473294.0,90.12,90.61,89.66,90.0,21920036.0
177.3,177.78,176.602,177.01,19801191.0,213.29,216.08,213.25,215.95,2179289.0,89.92,91.62,89.74,91.61,15565596.0
177.3,179.44,176.82,176.96,26523532.0,216.04,216.35,212.77,215.69,2524626.0,91.9,92.3,91.54,91.89,17077128.0
177.25,177.3,173.2,174.22,40325546.0,216.12,216.89,214.59,215.73,2736717.0,92.43,93.43,91.58,91.84,23289680.0
174.28,174.95,170.53,171.1,33340074.0,216.24,216.5,214.28,215.2,1972086.0,92.45,93.24,91.93,92.32,19881302.0
172.0,172.0,170.06,171.45,30510493.0,215.52,217.31,215.15,217.13,2171459.0,93.12,94.06,92.58,94.04,17480578.0
170.16,170.16,167.07,167.96,38802170.0,217.15,217.62,215.19,215.45,1683017.0,95.13,95.45,93.72,93.87,22587535.0
165.555,167.37,164.7,166.96,38306962.0,214.97,216.62,214.2,214.31,3619787.0,93.3,93.66,92.1,92.77,25122127.0
166.87,168.4417,166.5,167.47,24160485.0,214.99,215.05,213.37,214.57,2993184.0,93.75,95.4,93.51,95.2,34696608.0
167.165,168.62,166.76,167.7,29765526.0,214.49,217.5,214.03,217.32,2958886.0,94.79,96.07,93.5813,94.24,37745992.0
166.47,166.8,160.1,160.41,67919941.0,216.16,216.58,207.87,208.52,4346193.0,93.74,93.97,91.645,91.76,36612054.0
159.1,163.88,156.0,156.49,59470254.0,205.49,207.1,196.0,196.65,8056483.0,90.56,93.24,88.0,88.0,39934296.0
154.91,163.72,154.0,163.06,54780528.0,193.15,201.92,190.18,201.37,8057831.0,86.92,91.475,85.25,91.34,55761173.0
163.085,163.4,159.0685,159.52,41035232.0,202.0,204.48,200.0,200.14,3990089.0,90.42,91.77,89.2,89.58,34041464.0
160.29,161.0,155.03,155.16,43609866.0,200.37,200.99,191.04,191.33,5450083.0,89.71,89.875,84.76,84.99,43004812.0
156.67,157.89,150.24,156.22,54464820.0,195.68,197.57,189.3,195.99,6675080.0,86.24,88.93,83.83,88.15,52511195.0
158.48,163.89,157.51,162.75,45978023.0,198.51,200.66,196.14,198.79,3280627.0,88.74,89.78,87.9295,89.15,27427576.0
161.95,164.75,161.65,164.3451,26023893.0,197.58,198.84,195.92,198.0,2825878.0,88.93,90.0,87.8,89.781,21053197.0
163.045,167.54,162.88,167.36,32197106.0,197.04,200.76,195.99,200.61,3086172.0,88.51,90.99,88.41,90.83,28634433.0
169.79,173.09,169.0,173.0,43517636.0,202.38,203.89,200.31,203.89,3093399.0,91.21,92.72,90.62,92.72,22219675.0
172.36,174.82,171.77,172.45,33864874.0,203.99,206.32,203.16,203.87,3088267.0,92.54,93.5,91.81,91.93,24570768.0
172.07,174.26,171.42,171.85,27565605.0,203.34,204.7,202.35,202.94,2676935.0,91.4,93.06,91.01,92.72,19085204.0
172.83,174.12,171.01,171.01,30377663.0,202.5,205.221,200.77,201.02,3233161.0,93.01,93.3595,91.5,91.5,21570589.0
171.85,173.95,171.71,172.61,26187505.0,201.57,203.28,200.16,200.66,2652217.0,92.07,92.73,91.36,91.74,17551114.0
173.67,175.65,173.54,175.56,28074124.0,201.39,202.97,200.805,202.88,2680876.0,92.75,94.07,92.36,94.07,19685183.0
176.35,179.39,176.21,178.98,30961837.0,207.71,211.14,205.36,210.77,5531188.0,94.38,95.45,94.25,95.43,22163789.0
