AAPL,AAPL,AAPL,AAPL,AAPL,BRK.B,BRK.B,BRK.B,BRK.B,BRK.B,MSFT,MSFT,MSFT,MSFT,MSFT
open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
148.3,157.22,146.72,157.18,52488787.0,188.65,197.93,186.1003,197.85,5890864.0,95.14,100.6,93.96,100.53,44729788.0
155.84,156.77,150.07,156.12,46950454.0,195.6,200.0,191.9,199.96,5201428.0,99.3,101.19,96.4,101.05,41666659.0
157.47,158.52,154.55,156.07,37588889.0,200.72,204.74,200.2,201.91,4536985.0,102.09,102.41,99.52,100.3487,33525337.0
158.53,159.36,156.51,156.7,29014557.0,204.23,205.01,201.0,202.89,4060280.0,101.29,102.4,100.44,100.83,24324186.0
154.89,158.85,154.23,157.5225,27803621.0,201.73,204.4,201.15,202.341,3553387.0,99.55,101.75,98.94,101.01,26692255.0
143.98,145.72,142.0,142.29,82418448.0,199.97,200.22,191.63,191.9199,7041582.0,100.0,100.185,97.4,97.5,34611003.0
144.53,148.5499,143.8,148.12,51267225.0,194.85,196.69,193.88,195.23,5187105.0,99.72,102.51,98.93,101.775,35976325.0
148.7,148.83,145.9,147.91,49982480.0,196.39,198.28,195.37,196.68,3382334.0,101.64,103.2681,100.98,102.15,28570376.0
149.56,151.82,148.52,150.63,36592406.0,198.99,199.08,194.66,196.36,3348704.0,103.04,103.97,101.7134,102.73,25193769.0
151.29,154.53,149.63,153.37,40827842.0,197.3,197.68,194.95,196.13,2940209.0,103.86,104.88,103.2445,104.25,27578681.0
152.5,153.97,150.86,153.55,32553301.0,195.51,197.9,194.96,196.6,2682556.0,103.22,103.66,102.38,103.57,23141246.0
152.88,153.7,151.51,152.0534,22850904.0,195.66,196.16,194.5,195.946,2631633.0,102.95,103.44,101.64,102.81,23708629.0
150.85,151.27,149.22,149.76,26038136.0,194.78,196.44,194.46,195.37,2224563.0,101.9,102.8716,101.26,102.12,19299980.0
150.27,153.39,150.05,152.95,25862287.0,195.79,197.25,195.201,196.67,2742075.0,102.51,105.05,101.88,104.78,26725036.0
153.08,155.88,153.0,154.91,27032885.0,197.64,199.57,195.51,198.42,4059077.0,105.26,106.255,104.96,105.39,24069834.0
154.2,157.66,153.26,155.53,26717099.0,197.7,199.41,196.46,198.48,2554001.0,105.0,106.625,104.76,106.1,22660985.0
157.5,157.88,155.9806,156.57,30450605.0,200.7,204.63,200.24,204.1,4885605.0,107.46,107.9,105.92,107.6,34864877.0
156.41,156.73,152.62,152.93,24086204.0,203.52,204.96,199.14,199.68,3405170.0,106.75,107.1,104.86,105.315,23461439.0
154.15,155.14,151.7,153.6799,20246607.0,200.72,201.31,198.5,200.84,3135824.0,106.2,107.04,105.34,106.54,21504900.0
154.11,154.48,151.74,152.63,20669415.0,199.75,201.6,199.75,201.05,2575557.0,106.86,107.0,105.34,106.23,20135205.0
155.48,158.13,154.32,157.5,29575048.0,203.05,204.74,202.0,202.47,2856417.0,107.24,107.88,106.59,106.95,24504900.0
155.79,156.28,153.66,156.0878,22270959.0,201.49,201.75,199.81,200.68,2803421.0,106.26,106.48,104.66,105.015,25364435.0
156.25,158.13,154.11,154.5,30723484.0,200.92,202.1499,200.5,201.74,2157474.0,104.88,104.97,102.17,102.89,27146195.0
163.25,166.15,160.23,165.49,49026033.0,203.31,207.59,203.05,205.81,3891695.0,104.62,106.36,104.33,106.28,33864443.0
166.11,169.0,164.56,166.6249,31699885.0,204.68,208.01,203.64,207.57,4882795.0,103.8,105.22,103.18,104.4575,44935530.0
166.96,168.98,165.93,166.62,25342728.0,206.52,209.11,206.2,209.02,4028061.0,103.775,104.0999,102.35,102.625,26737879.0
167.41,171.655,167.28,170.99,26912592.0,209.16,209.4,207.05,208.23,2549647.0,102.87,105.77,102.77,105.62,23658120.0
172.86,175.08,172.3501,174.01,31860037.0,209.1,209.16,206.53,207.5,2843631.0,106.06,107.27,105.96,107.11,20654191.0
174.65,175.57,172.8531,174.1699,25696142.0,207.24,207.24,205.1,205.88,2436957.0,107.0,107.0,105.53,106.06,16159849.0
172.4,173.94,170.34,170.64,28233078.0,204.53,204.99,200.57,201.425,3634592.0,105.185,105.59,104.29,105.19,21525386.0
168.99,170.66,168.42,170.04,20428524.0,200.82,201.2,198.21,200.62,3246950.0,104.39,105.43,104.2603,105.42,16338977.0
171.05,171.21,169.25,169.43,17954651.0,201.69,203.33,201.32,203.0814,2751138.0,106.2,106.58,104.965,105.255,14633052.0
170.1,171.0,169.7,170.7384,18989903.0,204.94,206.67,204.8,205.92,2389685.0,106.14,107.14,105.48,106.835,20510887.0
171.39,172.48,169.92,169.98,19353125.0,206.96,208.08,205.4141,205.78,2564736.0,107.5,107.78,106.75,106.785,14473482.0
169.71,171.2615,169.38,170.98,18263570.0,204.64,204.64,201.6,202.73,2824549.0,106.31,107.29,105.66,106.96,17159054.0
171.25,171.7,169.75,170.25,22555013.0,204.86,205.79,204.07,205.04,3782951.0,107.91,108.3,107.3624,108.13,25025029.0
169.71,171.44,169.49,170.8499,16672024.0,205.1,206.32,204.68,205.67,2092003.0,107.79,108.66,107.78,108.13,15253556.0
171.19,173.32,170.99,172.09,22461151.0,205.78,206.34,204.935,206.3,2036829.0,107.86,107.94,106.29,107.2,17220710.0
171.8,172.37,170.3,171.14,15647117.0,206.27,206.86,204.35,205.3,2675478.0,106.9,109.48,106.87,109.44,25915604.0
171.58,173.0,171.38,172.97,15245361.0,204.25,204.59,199.92,201.89,4991575.0,110.05,111.2,109.82,110.965,23375592.0
174.16,175.87,173.95,174.26,19540227.0,201.7,205.0,201.22,202.3,4402503.0,111.76,112.18,111.26,111.59,20242749.0
173.71,175.3,173.1732,174.35,14716104.0,202.4,202.65,201.3,201.86,4190201.0,111.26,113.24,111.17,112.36,18277715.0
173.26,175.0,172.73,174.88,22408692.0,201.72,202.3,201.34,202.27,2728478.0,111.69,112.36,110.88,112.19,17312510.0
174.32,174.91,172.92,173.2,19815729.0,202.68,202.94,201.11,201.33,2533943.0,112.04,112.88,111.73,112.05,19840129.0
174.28,175.15,172.89,174.97,20830861.0,203.15,203.84,201.84,203.22,2858339.0,112.89,113.02,111.665,112.52,17168519.0
175.69,177.75,173.97,175.86,24195978.0,203.09,204.87,200.58,202.03,3458641.0,113.02,113.25,110.8,112.28,22345599.0
175.94,176.0,174.54,175.51,15413946.0,201.76,202.0,200.58,201.42,4281263.0,112.25,112.39,111.23,111.68,13496616.0
174.67,175.49,173.94,174.51,17535168.0,201.61,202.3,200.57,200.74,2568749.0,111.87,112.66,111.43,111.74,15184072.0
174.02,174.44,172.02,172.47,20110131.0,200.58,200.58,197.99,199.3,3859417.0,111.4,111.55,109.865,110.38,18259392.0
170.32,173.07,169.5,172.92,19475688.0,197.91,198.94,197.03,198.68,3241557.0,109.16,110.71,108.8,110.52,18892798.0
175.49,179.12,175.35,178.98,26225966.0,199.62,202.3,199.47,202.05,3026223.0,110.99,112.95,110.98,112.83,19241941.0
180.0,182.67,179.37,180.94,27277399.0,202.66,203.73,202.23,202.63,2758494.0,112.86,113.99,112.6499,113.64,20681885.0
182.25,183.3,180.92,181.72,23960992.0,203.0,205.36,202.66,204.05,2920142.0,114.13,115.0,113.78,114.51,20619125.0
183.9,184.1,182.56,183.73,19457731.0,203.26,204.36,202.68,203.39,2175016.0,114.54,115.2,114.33,114.57,16713862.0
184.85,187.33,183.74,186.21,38003490.0,204.6,206.16,203.86,204.29,2629653.0,115.34,117.25,114.59,115.9,45882067.0
185.8,188.39,185.79,188.03,22563772.0,204.67,206.95,204.67,206.79,2595366.0,116.17,117.61,116.05,117.59,21942113.0
188.35,188.99,185.92,186.54,26863005.0,206.7857,207.29,204.56,205.35,2502913.0,118.09,118.44,116.99,117.7,25475440.0
186.23,189.49,184.73,188.17,26974003.0,205.43,205.45,202.98,203.29,3108872.0,117.45,118.75,116.71,117.52,21986538.0
190.02,196.33,189.81,195.05,42838789.0,202.92,204.7,201.91,204.51,3492483.0,117.16,120.82,117.09,120.64,22893260.0
195.34,197.69,190.78,191.06,38334323.0,203.28,204.01,200.06,200.56,4996103.0,119.5,119.59,117.04,117.05,26750164.0
191.55,191.98,186.6,188.77,40742481.0,200.83,201.98,198.2,199.42,3599667.0,116.56,118.01,116.3224,117.65,22936587.0
191.64,192.88,184.58,186.79,43454017.0,200.83,201.32,198.7,200.66,3120731.0,118.62,118.705,116.85,117.93,22681905.0
188.75,189.76,186.55,188.47,26586290.0,200.72,201.2,198.23,199.19,2962457.0,117.875,118.21,115.5215,116.77,18543485.0
188.95,189.559,187.53,188.71,19309376.0,199.4,200.75,198.4,200.7,2708665.0,117.44,117.58,116.13,116.94,15494458.0
189.99,190.08,188.54,189.94,18489986.0,201.34,201.7,200.03,200.84,3091317.0,118.07,118.32,116.96,117.95,16128389.0
191.64,191.68,188.38,191.24,16275478.0,202.16,205.24,202.0,204.94,2333869.0,118.95,119.1085,118.1,119.02,10791439.0
191.09,194.46,191.05,194.04,19797454.0,204.91,205.43,203.59,203.92,1952734.0,119.06,119.48,118.52,119.18,13361925.0
193.25,196.5,193.15,195.35,19793141.0,205.46,205.7,202.9,203.64,2171013.0,119.86,120.43,119.15,119.97,17563298.0
194.79,196.37,193.14,195.72,17091108.0,203.26,204.9399,202.79,204.12,2063628.0,120.1,120.23,118.38,119.33,17625872.0
196.45,197.1,195.93,196.97,15842943.0,204.12,205.53,203.1,205.28,2894599.0,119.39,120.23,119.37,119.88,13035577.0
196.42,200.23,196.34,200.08,23231403.0,205.14,205.64,203.97,205.19,1856702.0,119.81,120.02,118.64,119.89,12337365.0
200.32,202.85,199.23,199.5,32840959.0,204.84,204.97,203.59,204.96,2180020.0,118.63,119.54,118.58,119.31,14437011.0
198.68,200.74,198.18,200.66,19861942.0,205.12,205.23,203.6,204.6,2226625.0,119.76,120.35,119.54,120.22,12397296.0
200.85,201.0,198.4431,198.95,17931789.0,204.76,207.09,204.27,206.7,2590590.0,120.54,120.85,119.92,120.33,12121919.0
199.2,200.14,196.21,198.88,24667735.0,208.08,211.6738,207.58,210.54,3742262.0,120.64,120.98,120.37,120.96,15152387.0
198.58,199.85,198.01,199.23,14551176.0,210.52,210.55,207.76,209.73,2093155.0,120.94,121.58,120.57,121.06,12425436.0
199.46,201.37,198.56,199.25,24002891.0,210.15,211.84,210.0,211.74,2244396.0,121.64,121.65,120.1,120.79,12160306.0
199.54,203.38,198.61,203.12,27366117.0,212.39,212.49,209.68,210.37,2329758.0,121.24,121.85,120.54,121.75,16079497.0
203.12,204.15,202.52,203.86,21928367.0,210.96,211.43,209.73,210.08,2099944.0,122.22,123.52,121.3018,123.37,26027150.0
202.83,204.94,202.34,204.64,13720923.0,209.5,210.37,208.88,209.51,1583793.0,122.62,124.0,122.57,123.76,13019059.0
204.43,207.75,203.9,207.51,19401417.0,209.5,211.88,208.89,211.68,2489478.0,124.1,128.28,123.83,125.44,20090478.0
207.36,208.48,207.05,207.18,14914939.0,211.55,212.02,210.2343,210.59,2217005.0,125.79,125.85,124.52,125.09,21670672.0
206.83,207.76,205.12,205.24,15908807.0,209.62,212.67,209.34,212.07,2449338.0,130.06,131.37,128.83,129.08,33687312.0
204.9,205.0,202.12,204.29,16315669.0,211.85,214.22,211.81,214.18,2687152.0,129.7,130.5152,129.02,129.89,19067688.0
204.4,205.97,203.86,204.61,19641066.0,214.92,217.22,214.6,216.56,3057975.0,129.9,130.18,129.35,129.74,13768507.0
203.06,203.4,199.11,200.57,35362106.0,217.32,217.32,214.7,216.53,2494913.0,129.81,130.7,129.3947,130.58,19549110.0
209.88,215.31,209.23,210.52,57751414.0,217.22,218.79,216.49,216.67,3133644.0,130.53,130.65,127.7,127.8768,23607029.0
209.84,212.65,208.13,209.17,29014844.0,217.19,217.7,215.17,215.95,2087116.0,127.98,128.0,125.52,126.2,24625810.0
210.74,211.84,210.23,211.78,17987793.0,217.14,219.16,216.87,218.52,2825554.0,127.36,129.43,127.25,128.89,21930200.0
204.29,208.84,203.5,208.6,28949691.0,214.685,215.51,211.541,213.31,4845969.0,126.39,128.56,126.11,128.16,19544222.0
205.88,207.4175,200.825,202.86,34328425.0,211.34,211.6,207.41,209.4,4439441.0,126.46,127.18,124.22,125.57,29045897.0
201.9,205.34,201.75,202.9,22729670.0,208.26,211.72,207.6,209.29,3028869.0,125.44,126.37,124.75,125.44,20819937.0
200.4,201.68,196.66,200.72,32427147.0,207.34,208.92,204.39,208.55,3783449.0,124.29,125.79,123.57,125.51,23111514.0
197.419,198.85,192.77,197.3,36118438.0,207.89,209.29,204.305,209.18,3522851.0,124.91,127.93,123.82,127.19,26418546.0
187.71,189.48,182.85,185.72,50491792.0,204.96,205.91,204.3,205.03,4628228.0,124.11,125.55,123.04,123.31,28096397.0
186.41,189.7,185.41,188.65,31498214.0,205.67,206.815,203.45,203.69,3546809.0,123.87,125.88,123.7,124.72,20940204.0
186.27,191.75,186.02,190.92,23655393.0,202.79,204.13,201.39,203.07,3489481.0,124.26,126.71,123.7,126.05,21509877.0
189.91,192.4689,188.84,190.14,28660083.0,203.9,206.66,203.9,204.7,2516425.0,126.75,129.38,126.46,128.95,24762656.0
186.93,190.9,186.76,188.98,29246990.0,203.0,205.46,202.45,203.17,3279579.0,128.305,130.46,127.92,128.07,23154739.0
183.52,184.349,180.2839,183.09,33285709.0,202.64,203.18,201.75,202.6605,2152054.0,126.52,127.5894,125.7607,126.2,18433566.0
185.22,188.0,184.7,186.59,23901501.0,203.16,203.9874,202.5,203.33,2022673.0,127.43,127.5273,126.58,126.9,12132102.0
184.66,185.71,182.55,182.79,26540561.0,202.72,203.49,201.7,202.59,2483003.0,126.62,128.24,126.52,127.66,12781907.0
179.8,180.54,177.81,179.67,31272923.0,200.8,202.18,199.34,201.4,4109670.0,126.2,126.29,124.74,126.18,20026729.0
180.2,182.14,178.62,179.06,21514327.0,202.12,202.12,200.79,201.74,2825370.0,126.91,127.415,125.97,126.23,12380286.0
178.9,180.59,177.91,178.17,22515281.0,202.05,202.41,199.52,199.55,3585958.0,126.94,128.0,126.05,126.05,15677726.0
176.42,179.35,176.0,177.35,26177083.0,198.95,199.49,197.34,198.38,4126605.0,125.38,125.39,124.04,124.94,19094366.0
177.95,179.23,176.67,178.25,19579368.0,199.06,200.2113,198.76,199.74,3053682.0,125.26,125.76,124.78,125.73,14940725.0
176.22,177.985,174.99,175.0,22909538.0,198.32,198.83,197.075,197.34,2724409.0,124.23,124.615,123.32,123.59,19067178.0
175.6,177.92,170.27,173.28,36721281.0,197.62,198.92,196.89,198.51,3119654.0,123.85,124.37,119.01,119.88,33076693.0
175.44,179.83,174.52,179.67,27174311.0,200.63,201.65,199.57,201.55,2984856.0,121.27,123.28,120.6522,123.2,23847973.0
184.28,184.99,181.14,182.541,26260553.0,202.38,203.35,200.91,203.29,2558623.0,124.95,125.87,124.21,125.83,20223894.0
183.08,185.47,182.1489,185.23,18504740.0,202.9,205.39,202.54,204.81,2360441.0,126.44,127.97,125.6,127.9,17659237.0
186.51,191.92,185.77,190.14,26413228.0,204.95,206.54,204.8,205.8,1899619.0,129.19,132.25,128.26,131.4,28442880.0
191.81,195.37,191.62,192.52,23763115.0,207.12,208.08,206.46,207.02,2298353.0,132.4,134.08,132.0,132.6,23572989.0
194.82,196.0,193.6,194.81,22631965.0,208.5,208.99,206.0,206.64,2013434.0,133.88,134.24,131.2757,132.1,18628257.0
193.95,195.97,193.385,194.19,16299683.0,206.2,206.6,203.92,204.52,2223283.0,131.4,131.97,130.71,131.49,14627551.0
194.7,196.79,193.6,194.74,35633462.0,204.46,205.46,204.3,205.38,826444.0,131.98,133.0,131.56,132.32,29605510.0
201.91,203.73,201.56,203.21,15191489.0,215.21,216.58,213.77,213.91,2361396.0,137.13,138.58,137.02,137.86,18238062.0
203.31,204.39,201.72,201.74,16021915.0,214.31,214.5499,212.98,213.13,2245942.0,138.2,139.22,137.87,138.4,19376896.0
202.45,204.0,202.2,203.24,15491297.0,213.2,214.19,212.51,214.07,1797502.0,138.85,139.13,138.0099,138.89,14948951.0
204.09,205.87,204.0,205.2,14419116.0,214.44,214.44,212.82,213.5,2117629.0,139.59,139.59,138.46,138.94,13238147.0
204.59,206.11,203.5,204.49,14501634.0,214.29,215.04,212.78,212.82,2295132.0,138.96,139.05,136.52,137.08,19654715.0
204.05,205.0915,203.27,203.28,11652445.0,212.52,212.96,207.41,207.46,3707512.0,137.7,137.93,136.22,136.22,16462100.0
204.0,205.88,203.7,205.66,15375748.0,207.52,209.0942,207.12,207.93,2942667.0,135.55,136.62,134.67,136.28,23382478.0
205.79,206.5,202.36,202.57,18834365.0,208.11,208.25,205.65,205.97,2731855.0,140.22,140.67,136.45,136.62,43308021.0
203.65,207.23,203.61,207.22,18411195.0,205.34,206.16,204.36,204.81,2188037.0,137.41,139.19,137.33,138.43,20461856.0
208.46,208.91,207.29,208.825,16247609.0,205.91,206.63,204.92,206.45,2290630.0,139.76,139.99,138.03,139.29,15525070.0
207.67,209.15,207.17,208.67,13012280.0,205.74,208.01,205.63,207.97,2038615.0,138.9,140.74,138.85,140.72,16545564.0
208.89,209.24,206.73,207.05,11866283.0,208.37,208.37,206.53,207.91,2115825.0,140.43,140.61,139.3215,140.19,15828520.0
207.48,209.73,207.14,207.75,15409845.0,207.82,210.03,206.75,209.86,2001047.0,140.37,141.675,140.3,141.34,13850451.0
208.46,210.64,208.44,209.67,18308302.0,210.0,210.0,208.42,208.63,1757708.0,141.5,141.51,139.3663,141.04,12571394.0
208.76,210.16,207.31,208.884,24482953.0,207.89,208.36,206.86,207.81,1649884.0,140.18,141.2199,139.8005,140.37,13481272.0
216.42,221.37,211.3,212.78,62976187.0,207.8,209.5,205.3,205.33,3249932.0,140.33,140.49,135.08,136.21,31831950.0
213.9,218.03,206.7435,208.4595,51121061.0,205.63,206.98,201.49,201.72,3930631.0,137.0,140.9383,136.93,138.06,35896805.0
205.53,206.19,201.7,204.09,29993911.0,201.79,204.43,199.42,202.74,4058652.0,138.09,138.32,135.26,136.9,23579396.0
197.99,198.649,192.58,193.22,44910342.0,199.9,201.1,197.16,197.81,5855834.0,133.3,133.9298,130.78,132.2,35492393.0
196.31,198.067,194.04,196.98,31922123.0,199.61,200.93,197.9,200.56,4170190.0,133.8,135.68,133.21,134.66,25230023.0
195.41,199.56,193.82,199.14,29096670.0,198.56,199.2957,195.4,198.23,4436990.0,133.8,135.65,131.8284,135.28,26194932.0
200.22,203.53,199.39,203.45,23184966.0,199.93,200.69,198.12,200.64,3053459.0,136.6,138.99,135.93,138.91,20703630.0
201.3,202.76,199.3,200.93,21549074.0,200.19,200.55,197.67,199.1,3539808.0,138.61,139.38,136.46,137.69,19270704.0
199.62,202.0516,199.15,200.5,19539038.0,197.61,199.47,196.91,197.11,2290679.0,137.07,137.86,135.24,135.81,15264976.0
201.05,212.14,200.83,208.98,43076897.0,197.46,201.0,196.5,198.88,3325566.0,136.05,138.8,135.0,138.6,21855465.0
203.16,206.44,202.5869,202.75,30918861.0,195.78,197.25,195.61,195.695,4706433.0,136.36,136.92,133.67,133.98,24545638.0
203.46,205.14,199.67,201.74,24575334.0,197.08,199.0411,196.38,198.32,3832175.0,133.98,134.58,132.25,133.691,22783901.0
204.28,207.16,203.84,206.44,25086579.0,200.5,200.88,198.55,199.77,3410293.0,134.88,136.46,134.72,136.13,21414280.0
210.62,212.7307,210.025,210.34,21547293.0,202.72,203.1,200.38,200.92,3531301.0,137.855,138.55,136.885,138.41,19420135.0
210.88,213.35,210.32,210.35,21011089.0,200.27,200.285,198.02,198.205,3127704.0,138.21,138.71,137.24,137.24,15455600.0
212.8,213.65,211.6032,212.65,17908140.0,199.01,199.77,198.7101,199.2,2867428.0,138.55,139.4935,138.0,138.78,12304264.0
213.19,214.435,210.75,212.45,19267504.0,199.8,201.8697,199.8,201.27,2557808.0,138.66,139.2,136.29,137.77,15649907.0
209.43,212.051,201.0,202.63,40593444.0,200.19,200.92,195.96,197.27,4621776.0,137.1897,138.35,132.8,133.4,31330202.0
205.86,207.19,205.0573,206.6,22978406.0,198.7,200.18,197.44,200.18,2458594.0,135.01,135.56,133.9,135.54,16264514.0
207.81,208.55,203.53,204.14,19309254.0,200.76,201.3,198.04,198.2,2531216.0,136.39,136.72,134.66,135.75,16302609.0
204.1,205.72,203.32,205.52,14081649.0,198.02,200.57,197.53,200.46,2933666.0,134.88,135.76,133.55,135.55,14545360.0
208.5,209.32,206.655,209.1,18354476.0,201.71,203.8,201.66,203.18,2808372.0,137.25,138.44,136.91,138.16,17138202.0
210.16,210.45,207.2,208.74,16839712.0,204.02,204.3509,202.73,203.26,2533782.0,139.2,139.2,136.27,137.92,17470601.0
206.43,206.98,204.22,205.695,17928464.0,201.19,201.83,200.19,200.93,2796946.0,136.61,137.2,135.7,136.12,15851752.0
208.39,209.48,207.32,209.25,16915267.0,202.73,202.94,201.3,202.22,2777792.0,137.3,137.69,136.48,137.69,14888337.0
212.0,213.97,211.51,213.27,20371927.0,204.13,206.22,203.77,204.18,3398025.0,139.11,140.3837,138.76,140.05,21972890.0
214.05,214.42,212.51,213.27,17147590.0,204.44,205.15,203.8617,204.82,2512870.0,140.03,140.18,138.2,139.13,17404946.0
214.84,216.44,211.07,214.15,22533240.0,205.51,207.8,205.2,206.66,3682666.0,139.59,139.75,136.46,137.58,22005895.0
213.86,216.78,211.71,216.77,27664503.0,207.31,208.15,206.13,208.08,3154024.0,136.8,136.8862,134.51,136.15,23250035.0
218.07,223.64,217.73,223.587,39572875.0,208.27,210.93,207.525,210.92,3804568.0,135.91,136.27,135.09,136.15,19779471.0
224.8,226.42,222.86,223.09,27248778.0,211.0,212.68,210.7933,211.47,3718834.0,137.85,138.42,136.87,137.5414,20472917.0
220.0,220.79,217.02,218.8,35658287.0,212.24,214.58,212.22,213.59,3532532.0,137.78,138.06,136.57,137.21,16044045.0
217.73,220.13,217.56,219.9,18614200.0,212.06,212.1,209.94,210.37,2889438.0,135.83,136.7,135.66,136.4,11868175.0
219.96,220.82,219.12,220.65,15755170.0,210.35,211.16,208.68,210.08,2615118.0,136.96,137.52,136.425,137.39,13402758.0
220.95,222.85,219.44,222.77,21721872.0,209.89,211.32,209.12,210.96,2117395.0,137.36,138.67,136.5299,138.53,18376644.0
222.01,223.76,220.37,220.95,19741954.0,210.78,211.44,208.9,209.06,2010360.0,140.3,142.37,140.0736,141.08,31553797.0
221.38,222.56,217.473,217.69,36711725.0,210.37,210.37,207.39,207.98,6784643.0,141.01,141.65,138.25,139.28,40686698.0
218.95,219.84,217.65,218.68,16246421.0,207.02,208.53,206.4,207.96,2256226.0,139.23,139.63,138.44,139.09,13446243.0
221.03,222.49,217.19,217.68,26769822.0,208.17,208.89,205.74,206.47,2606507.0,140.37,140.69,136.88,137.38,23791214.0
219.07,221.5,217.1402,220.99,18294900.0,206.5,209.11,206.23,208.12,2458220.0,137.5,139.958,136.04,139.36,17548071.0
220.0,220.94,218.83,219.89,16151246.0,208.19,208.19,206.35,206.9,2248233.0,139.44,140.18,138.44,139.57,14306302.0
220.54,220.96,217.2814,218.85,22606388.0,207.73,208.64,206.54,207.47,2221440.0,140.15,140.36,136.645,137.75,17829702.0
220.9,224.58,220.79,223.98,22189704.0,207.77,208.7,207.534,208.0,1916144.0,138.05,139.215,137.78,139.03,12030081.0
225.07,228.22,224.2,224.58,31605091.0,208.94,209.66,206.45,206.57,2551712.0,139.66,140.25,137.0,137.06,16450762.0
223.06,223.35,217.93,218.96,30918110.0,206.09,206.09,202.38,203.26,4523671.0,136.25,136.37,133.5799,134.63,25150680.0
218.43,220.96,215.132,220.81,25785193.0,202.65,205.09,201.33,205.03,3636043.0,134.95,136.75,133.22,136.3,20921816.0
225.64,227.49,223.89,227.01,61420683.0,205.09,208.28,205.05,208.08,2612812.0,136.75,138.25,136.42,138.11,34698225.0
226.27,229.93,225.84,227.06,55939194.0,207.36,209.6,206.19,207.23,2186141.0,137.14,138.18,137.02,137.1,24802840.0
225.82,228.06,224.33,224.39,49356153.0,205.62,206.14,203.93,204.07,3071792.0,137.08,137.76,135.62,135.66,43365113.0
227.03,227.79,225.64,227.0,33424472.0,204.94,207.23,204.73,206.71,2600971.0,137.46,138.7,136.97,138.21,33135789.0
227.93,230.44,227.3,230.09,50995288.0,206.37,208.19,206.08,206.86,2047696.0,138.49,139.6699,138.25,139.1,30012614.0
232.95,237.64,232.3075,236.22,75801862.0,208.97,210.08,207.73,208.0,3640748.0,140.12,141.03,139.5,139.61,43365185.0
234.9,238.1342,234.6701,235.89,43959865.0,208.01,208.07,206.93,207.87,1483364.0,139.69,140.29,139.52,139.54,20607871.0
236.39,237.65,234.88,235.32,37286507.0,207.73,210.15,207.57,209.36,2477572.0,140.06,141.79,139.81,141.57,33525781.0
233.37,235.24,233.2,234.39,32693993.0,208.37,209.97,208.37,209.3,2348263.0,140.71,140.99,139.53,140.48,34816708.0
235.09,236.15,233.52,235.29,30936663.0,209.26,209.98,208.51,208.69,2882138.0,140.95,141.42,139.02,139.67,35471777.0
234.59,237.58,234.29,236.28,45791251.0,208.45,209.62,208.2,208.77,3427457.0,139.76,140.0,136.56,137.34,58749783.0
238.3659,240.99,238.32,240.53,17427391.0,210.0,211.54,209.76,211.48,2225379.0,138.05,138.5,137.01,138.43,14775463.0
241.16,242.2,239.6218,239.97,19060536.0,211.03,211.97,210.47,210.71,2285597.0,138.97,140.01,136.26,136.39,24185213.0
242.1,243.24,241.22,243.14,17199153.0,210.5,211.01,209.54,210.88,1832294.0,136.88,137.45,135.61,137.25,25297689.0
244.51,244.8,241.805,243.6,15769256.0,211.16,211.32,209.72,210.24,2414815.0,139.39,140.42,138.67,139.95,33347707.0
243.16,246.73,242.88,246.58,15414721.0,209.87,212.33,209.75,211.74,2067869.0,139.5,141.14,139.2,140.73,19986717.0
247.42,249.25,246.72,249.04,22133728.0,212.31,213.34,212.14,212.79,2633765.0,144.4,145.67,143.51,144.2,31816013.0
248.97,249.75,242.57,243.29,32725739.0,212.38,213.17,211.61,213.0,2170109.0,144.08,144.5,142.65,142.81,17578197.0
244.76,245.3,241.21,243.29,25443913.0,212.99,213.43,211.67,213.29,2069163.0,143.52,145.0,142.79,144.56,16677432.0
247.24,249.17,237.26,248.84,29023188.0,212.7096,212.89,211.54,212.52,1926124.0,144.9,144.93,142.99,143.39,17620140.0
249.54,255.93,249.16,255.84,35281756.0,213.55,216.63,213.4,215.94,3843553.0,144.26,144.42,142.965,143.72,23347548.0
257.33,257.845,255.38,257.48,23618001.0,217.77,218.62,216.9827,217.94,3768210.0,144.8,145.0,144.16,144.52,14542918.0
257.05,258.19,256.32,257.15,17738372.0,218.69,221.68,218.43,220.88,4472762.0,144.97,145.02,143.905,144.46,14318658.0
256.84,257.49,255.365,257.24,15328064.0,221.09,222.03,220.11,222.0,3063599.0,144.37,144.52,143.2,144.06,12956028.0
258.74,260.35,258.11,259.5,22267200.0,222.81,223.37,221.67,222.65,3226695.0,143.84,144.88,143.77,144.28,14764862.0
258.69,260.44,256.85,260.14,15896858.0,222.75,223.0,219.89,221.2126,2646359.0,143.98,145.99,143.76,145.96,14457573.0
258.3,262.47,258.28,262.2,19401290.0,220.2,221.0913,219.87,220.88,1780949.0,145.34,146.42,144.73,146.12,13193003.0
261.55,262.79,260.92,261.98,19425255.0,220.98,222.19,220.54,220.91,2022019.0,146.28,147.57,146.06,147.08,15001797.0
261.13,264.78,261.07,264.47,24029891.0,219.72,220.27,218.61,219.79,2234391.0,146.74,147.4625,146.28,147.34,14272821.0
263.75,264.88,262.1,262.69,20368211.0,219.77,219.87,217.91,219.5,2132056.0,147.02,148.41,147.0,148.06,13433421.0
